edge_id,source,target,edge_type,source_degree,target_degree,shared_face_count,shared_faces,shared_face_types,weight,distance,comment
e_018,c60_009,c60_031,6_6,3,3,2,H_06;H_15,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_019,c60_010,c60_051,6_6,3,3,2,H_14;H_15,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_020,c60_011,c60_012,5_6,3,3,2,H_01;P_02,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_021,c60_011,c60_013,5_6,3,3,2,H_02;P_02,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_022,c60_012,c60_014,5_6,3,3,2,H_06;P_02,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_023,c60_013,c60_015,5_6,3,3,2,H_08;P_02,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_024,c60_013,c60_017,6_6,3,3,2,H_02;H_08,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_025,c60_014,c60_015,5_6,3,3,2,H_07;P_02,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_026,c60_014,c60_032,6_6,3,3,2,H_06;H_07,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_027,c60_015,c60_036,6_6,3,3,2,H_07;H_08,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_028,c60_016,c60_017,5_6,3,3,2,H_02;P_03,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_029,c60_016,c60_018,5_6,3,3,2,H_03;P_03,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_030,c60_017,c60_019,5_6,3,3,2,H_08;P_03,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_031,c60_018,c60_020,5_6,3,3,2,H_10;P_03,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_032,c60_018,c60_022,6_6,3,3,2,H_03;H_10,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_033,c60_019,c60_020,5_6,3,3,2,H_09;P_03,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_034,c60_019,c60_037,6_6,3,3,2,H_08;H_09,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_035,c60_020,c60_041,6_6,3,3,2,H_09;H_10,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_036,c60_021,c60_022,5_6,3,3,2,H_03;P_04,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_037,c60_021,c60_023,5_6,3,3,2,H_04;P_04,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_038,c60_022,c60_024,5_6,3,3,2,H_10;P_04,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_039,c60_023,c60_025,5_6,3,3,2,H_12;P_04,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_040,c60_023,c60_028,6_6,3,3,2,H_04;H_12,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_041,c60_024,c60_025,5_6,3,3,2,H_11;P_04,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_042,c60_024,c60_042,6_6,3,3,2,H_10;H_11,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_043,c60_025,c60_046,6_6,3,3,2,H_11;H_12,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_044,c60_026,c60_027,5_6,3,3,2,H_05;P_05,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_045,c60_026,c60_028,5_6,3,3,2,H_04;P_05,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_046,c60_027,c60_030,5_6,3,3,2,H_14;P_05,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_047,c60_028,c60_029,5_6,3,3,2,H_12;P_05,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_048,c60_029,c60_030,5_6,3,3,2,H_13;P_05,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_049,c60_029,c60_047,6_6,3,3,2,H_12;H_13,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_050,c60_030,c60_052,6_6,3,3,2,H_13;H_14,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_051,c60_031,c60_032,5_6,3,3,2,H_06;P_06,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_052,c60_031,c60_034,5_6,3,3,2,H_15;P_06,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_053,c60_032,c60_033,5_6,3,3,2,H_07;P_06,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_054,c60_033,c60_035,5_6,3,3,2,H_16;P_06,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_055,c60_033,c60_038,6_6,3,3,2,H_07;H_16,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_056,c60_034,c60_035,5_6,3,3,2,H_20;P_06,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_057,c60_034,c60_053,6_6,3,3,2,H_15;H_20,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_058,c60_035,c60_056,6_6,3,3,2,H_16;H_20,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_059,c60_036,c60_037,5_6,3,3,2,H_08;P_07,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_060,c60_036,c60_038,5_6,3,3,2,H_07;P_07,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_061,c60_037,c60_039,5_6,3,3,2,H_09;P_07,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_062,c60_038,c60_040,5_6,3,3,2,H_16;P_07,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_063,c60_039,c60_040,5_6,3,3,2,H_17;P_07,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_064,c60_039,c60_043,6_6,3,3,2,H_09;H_17,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_065,c60_040,c60_057,6_6,3,3,2,H_16;H_17,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_066,c60_041,c60_042,5_6,3,3,2,H_10;P_08,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_067,c60_041,c60_043,5_6,3,3,2,H_09;P_08,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_068,c60_042,c60_044,5_6,3,3,2,H_11;P_08,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_069,c60_043,c60_045,5_6,3,3,2,H_17;P_08,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_070,c60_044,c60_045,5_6,3,3,2,H_18;P_08,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_071,c60_044,c60_048,6_6,3,3,2,H_11;H_18,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_072,c60_045,c60_058,6_6,3,3,2,H_17;H_18,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_073,c60_046,c60_047,5_6,3,3,2,H_12;P_09,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_074,c60_046,c60_048,5_6,3,3,2,H_11;P_09,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_075,c60_047,c60_049,5_6,3,3,2,H_13;P_09,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_076,c60_048,c60_050,5_6,3,3,2,H_18;P_09,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_077,c60_049,c60_050,5_6,3,3,2,H_19;P_09,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_078,c60_049,c60_054,6_6,3,3,2,H_13;H_19,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_079,c60_050,c60_059,6_6,3,3,2,H_18;H_19,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_080,c60_051,c60_052,5_6,3,3,2,H_14;P_10,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_081,c60_051,c60_053,5_6,3,3,2,H_15;P_10,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_082,c60_052,c60_054,5_6,3,3,2,H_13;P_10,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_083,c60_053,c60_055,5_6,3,3,2,H_20;P_10,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_084,c60_054,c60_055,5_6,3,3,2,H_19;P_10,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_085,c60_055,c60_060,6_6,3,3,2,H_19;H_20,"H,H",1.0,0.0,C60 combinatorial edge from truncated-icosahedral construction.
e_086,c60_056,c60_057,5_6,3,3,2,H_16;P_11,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_087,c60_056,c60_060,5_6,3,3,2,H_20;P_11,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_088,c60_057,c60_058,5_6,3,3,2,H_17;P_11,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_089,c60_058,c60_059,5_6,3,3,2,H_18;P_11,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
e_090,c60_059,c60_060,5_6,3,3,2,H_19;P_11,"H,P",0.85,0.17647058823529416,C60 combinatorial edge from truncated-icosahedral construction.
