section,field_1,field_2,field_3,field_4,notes
artifact_kind_by_domain,matrix_topology,summary_json,12,,domain_guess=matrix_topology; artifact_kind=summary_json; artifact_count=12
artifact_kind_by_domain,matrix_topology,python_script,12,,domain_guess=matrix_topology; artifact_kind=python_script; artifact_count=12
artifact_kind_by_domain,matrix_topology,json_document,4,,domain_guess=matrix_topology; artifact_kind=json_document; artifact_count=4
artifact_kind_by_domain,matrix_topology,run_audit,2,,domain_guess=matrix_topology; artifact_kind=run_audit; artifact_count=2
artifact_kind_by_domain,metadata,json_document,99,,domain_guess=metadata; artifact_kind=json_document; artifact_count=99
artifact_kind_by_domain,metadata,table_csv,83,,domain_guess=metadata; artifact_kind=table_csv; artifact_count=83
artifact_kind_by_domain,metadata,sqlite_db,62,,domain_guess=metadata; artifact_kind=sqlite_db; artifact_count=62
artifact_kind_by_domain,metadata,python_script,54,,domain_guess=metadata; artifact_kind=python_script; artifact_count=54
artifact_kind_by_domain,metadata,markdown_note,30,,domain_guess=metadata; artifact_kind=markdown_note; artifact_count=30
artifact_kind_by_domain,metadata,sql_script,14,,domain_guess=metadata; artifact_kind=sql_script; artifact_count=14
artifact_kind_by_domain,metadata,summary_json,9,,domain_guess=metadata; artifact_kind=summary_json; artifact_count=9
artifact_kind_by_domain,metadata,other,4,,domain_guess=metadata; artifact_kind=other; artifact_count=4
artifact_kind_by_domain,metadata,text_note,4,,domain_guess=metadata; artifact_kind=text_note; artifact_count=4
artifact_kind_by_domain,metadata,run_audit,2,,domain_guess=metadata; artifact_kind=run_audit; artifact_count=2
artifact_kind_by_domain,relalg,table_csv,126,,domain_guess=relalg; artifact_kind=table_csv; artifact_count=126
artifact_kind_by_domain,relalg,json_document,77,,domain_guess=relalg; artifact_kind=json_document; artifact_count=77
artifact_kind_by_domain,relalg,markdown_note,69,,domain_guess=relalg; artifact_kind=markdown_note; artifact_count=69
artifact_kind_by_domain,relalg,python_script,17,,domain_guess=relalg; artifact_kind=python_script; artifact_count=17
artifact_kind_by_domain,relalg,summary_json,5,,domain_guess=relalg; artifact_kind=summary_json; artifact_count=5
artifact_kind_by_domain,relalg,sql_script,3,,domain_guess=relalg; artifact_kind=sql_script; artifact_count=3
artifact_kind_by_domain,relalg,raw_input,2,,domain_guess=relalg; artifact_kind=raw_input; artifact_count=2
artifact_kind_by_domain,relalg,other,1,,domain_guess=relalg; artifact_kind=other; artifact_count=1
artifact_kind_by_domain,relalg,sqlite_db,1,,domain_guess=relalg; artifact_kind=sqlite_db; artifact_count=1
artifact_kind_by_domain,sparc_rar,table_csv,63,,domain_guess=sparc_rar; artifact_kind=table_csv; artifact_count=63
artifact_kind_by_domain,sparc_rar,markdown_note,41,,domain_guess=sparc_rar; artifact_kind=markdown_note; artifact_count=41
artifact_kind_by_domain,sparc_rar,text_note,11,,domain_guess=sparc_rar; artifact_kind=text_note; artifact_count=11
artifact_kind_by_domain,sparc_rar,python_script,5,,domain_guess=sparc_rar; artifact_kind=python_script; artifact_count=5
artifact_kind_by_domain,sparc_rar,sql_script,5,,domain_guess=sparc_rar; artifact_kind=sql_script; artifact_count=5
artifact_kind_by_domain,sparc_rar,summary_json,5,,domain_guess=sparc_rar; artifact_kind=summary_json; artifact_count=5
artifact_kind_by_domain,sparc_rar,raw_input,4,,domain_guess=sparc_rar; artifact_kind=raw_input; artifact_count=4
artifact_kind_by_domain,sparc_rar,run_audit,1,,domain_guess=sparc_rar; artifact_kind=run_audit; artifact_count=1
artifact_kind_by_domain,sparc_rar,sqlite_db,1,,domain_guess=sparc_rar; artifact_kind=sqlite_db; artifact_count=1
artifact_kind_by_domain,unknown,table_csv,1144,,domain_guess=unknown; artifact_kind=table_csv; artifact_count=1144
artifact_kind_by_domain,unknown,markdown_note,1010,,domain_guess=unknown; artifact_kind=markdown_note; artifact_count=1010
artifact_kind_by_domain,unknown,json_document,573,,domain_guess=unknown; artifact_kind=json_document; artifact_count=573
artifact_kind_by_domain,unknown,other,412,,domain_guess=unknown; artifact_kind=other; artifact_count=412
artifact_kind_by_domain,unknown,run_audit,309,,domain_guess=unknown; artifact_kind=run_audit; artifact_count=309
artifact_kind_by_domain,unknown,text_note,299,,domain_guess=unknown; artifact_kind=text_note; artifact_count=299
artifact_kind_by_domain,unknown,python_script,269,,domain_guess=unknown; artifact_kind=python_script; artifact_count=269
artifact_kind_by_domain,unknown,summary_json,191,,domain_guess=unknown; artifact_kind=summary_json; artifact_count=191
artifact_kind_by_domain,unknown,sql_script,36,,domain_guess=unknown; artifact_kind=sql_script; artifact_count=36
artifact_kind_by_domain,unknown,sqlite_db,23,,domain_guess=unknown; artifact_kind=sqlite_db; artifact_count=23
artifact_kind_by_domain,unknown,raw_input,2,,domain_guess=unknown; artifact_kind=raw_input; artifact_count=2
artifact_kind_by_domain,,,17,,domain_guess=; artifact_kind=; artifact_count=17
suffix_by_domain,causality,.csv,836,,domain_guess=causality; suffix=.csv; artifact_count=836
suffix_by_domain,causality,.json,777,,domain_guess=causality; suffix=.json; artifact_count=777
suffix_by_domain,causality,.md,300,,domain_guess=causality; suffix=.md; artifact_count=300
suffix_by_domain,causality,.yaml,99,,domain_guess=causality; suffix=.yaml; artifact_count=99
suffix_by_domain,causality,.py,62,,domain_guess=causality; suffix=.py; artifact_count=62
suffix_by_domain,causality,.sh,7,,domain_guess=causality; suffix=.sh; artifact_count=7
suffix_by_domain,causality,.png,6,,domain_guess=causality; suffix=.png; artifact_count=6
suffix_by_domain,causality,.sqlite,1,,domain_guess=causality; suffix=.sqlite; artifact_count=1
suffix_by_domain,causality,.svg,1,,domain_guess=causality; suffix=.svg; artifact_count=1
suffix_by_domain,causality,.dot,1,,domain_guess=causality; suffix=.dot; artifact_count=1
suffix_by_domain,extract03,.csv,852,,domain_guess=extract03; suffix=.csv; artifact_count=852
suffix_by_domain,extract03,.md,176,,domain_guess=extract03; suffix=.md; artifact_count=176
suffix_by_domain,extract03,.json,119,,domain_guess=extract03; suffix=.json; artifact_count=119
suffix_by_domain,extract03,.png,45,,domain_guess=extract03; suffix=.png; artifact_count=45
suffix_by_domain,extract03,.py,37,,domain_guess=extract03; suffix=.py; artifact_count=37
suffix_by_domain,extract03,.sql,8,,domain_guess=extract03; suffix=.sql; artifact_count=8
suffix_by_domain,extract03,.sqlite,4,,domain_guess=extract03; suffix=.sqlite; artifact_count=4
suffix_by_domain,extract03,.zip,1,,domain_guess=extract03; suffix=.zip; artifact_count=1
suffix_by_domain,interface01,.csv,434,,domain_guess=interface01; suffix=.csv; artifact_count=434
suffix_by_domain,interface01,.md,83,,domain_guess=interface01; suffix=.md; artifact_count=83
suffix_by_domain,interface01,.json,70,,domain_guess=interface01; suffix=.json; artifact_count=70
suffix_by_domain,interface01,.py,68,,domain_guess=interface01; suffix=.py; artifact_count=68
suffix_by_domain,interface01,.sh,39,,domain_guess=interface01; suffix=.sh; artifact_count=39
suffix_by_domain,interface01,.yaml,28,,domain_guess=interface01; suffix=.yaml; artifact_count=28
suffix_by_domain,interface01,.sqlite,5,,domain_guess=interface01; suffix=.sqlite; artifact_count=5
suffix_by_domain,interface01,.sql,5,,domain_guess=interface01; suffix=.sql; artifact_count=5
suffix_by_domain,interface01,.log,4,,domain_guess=interface01; suffix=.log; artifact_count=4
suffix_by_domain,interface01,.txt,4,,domain_guess=interface01; suffix=.txt; artifact_count=4
suffix_by_domain,matrix_topology,.csv,78,,domain_guess=matrix_topology; suffix=.csv; artifact_count=78
suffix_by_domain,matrix_topology,.md,46,,domain_guess=matrix_topology; suffix=.md; artifact_count=46
suffix_by_domain,matrix_topology,.txt,32,,domain_guess=matrix_topology; suffix=.txt; artifact_count=32
suffix_by_domain,matrix_topology,.json,16,,domain_guess=matrix_topology; suffix=.json; artifact_count=16
suffix_by_domain,matrix_topology,.py,12,,domain_guess=matrix_topology; suffix=.py; artifact_count=12
suffix_by_domain,matrix_topology,.png,2,,domain_guess=matrix_topology; suffix=.png; artifact_count=2
suffix_by_domain,metadata,.json,108,,domain_guess=metadata; suffix=.json; artifact_count=108
suffix_by_domain,metadata,.csv,83,,domain_guess=metadata; suffix=.csv; artifact_count=83
suffix_by_domain,metadata,.sqlite,60,,domain_guess=metadata; suffix=.sqlite; artifact_count=60
suffix_by_domain,metadata,.py,54,,domain_guess=metadata; suffix=.py; artifact_count=54
suffix_by_domain,metadata,.md,30,,domain_guess=metadata; suffix=.md; artifact_count=30
suffix_by_domain,metadata,.sql,14,,domain_guess=metadata; suffix=.sql; artifact_count=14
suffix_by_domain,metadata,.txt,4,,domain_guess=metadata; suffix=.txt; artifact_count=4
suffix_by_domain,metadata,.log,2,,domain_guess=metadata; suffix=.log; artifact_count=2
suffix_by_domain,metadata,.db,2,,domain_guess=metadata; suffix=.db; artifact_count=2
suffix_by_domain,metadata,.yaml,1,,domain_guess=metadata; suffix=.yaml; artifact_count=1
suffix_by_domain,metadata,.pyz,1,,domain_guess=metadata; suffix=.pyz; artifact_count=1
suffix_by_domain,metadata,.example,1,,domain_guess=metadata; suffix=.example; artifact_count=1
suffix_by_domain,metadata,.sh,1,,domain_guess=metadata; suffix=.sh; artifact_count=1
suffix_by_domain,relalg,.csv,126,,domain_guess=relalg; suffix=.csv; artifact_count=126
suffix_by_domain,relalg,.json,84,,domain_guess=relalg; suffix=.json; artifact_count=84
suffix_by_domain,relalg,.md,69,,domain_guess=relalg; suffix=.md; artifact_count=69
suffix_by_domain,relalg,.py,17,,domain_guess=relalg; suffix=.py; artifact_count=17
suffix_by_domain,relalg,.sql,3,,domain_guess=relalg; suffix=.sql; artifact_count=3
suffix_by_domain,relalg,.yaml,1,,domain_guess=relalg; suffix=.yaml; artifact_count=1
suffix_by_domain,relalg,.sqlite,1,,domain_guess=relalg; suffix=.sqlite; artifact_count=1
suffix_by_domain,sparc_rar,.csv,63,,domain_guess=sparc_rar; suffix=.csv; artifact_count=63
suffix_by_domain,sparc_rar,.md,41,,domain_guess=sparc_rar; suffix=.md; artifact_count=41
suffix_by_domain,sparc_rar,.txt,11,,domain_guess=sparc_rar; suffix=.txt; artifact_count=11
suffix_by_domain,sparc_rar,.json,5,,domain_guess=sparc_rar; suffix=.json; artifact_count=5
suffix_by_domain,sparc_rar,.py,5,,domain_guess=sparc_rar; suffix=.py; artifact_count=5
suffix_by_domain,sparc_rar,.sql,5,,domain_guess=sparc_rar; suffix=.sql; artifact_count=5
suffix_by_domain,sparc_rar,.mrt,4,,domain_guess=sparc_rar; suffix=.mrt; artifact_count=4
suffix_by_domain,sparc_rar,,1,,domain_guess=sparc_rar; suffix=; artifact_count=1
suffix_by_domain,sparc_rar,.sqlite,1,,domain_guess=sparc_rar; suffix=.sqlite; artifact_count=1
suffix_by_domain,unknown,.csv,1144,,domain_guess=unknown; suffix=.csv; artifact_count=1144
suffix_by_domain,unknown,.md,1010,,domain_guess=unknown; suffix=.md; artifact_count=1010
suffix_by_domain,unknown,.json,766,,domain_guess=unknown; suffix=.json; artifact_count=766
suffix_by_domain,unknown,.txt,299,,domain_guess=unknown; suffix=.txt; artifact_count=299
suffix_by_domain,unknown,.py,269,,domain_guess=unknown; suffix=.py; artifact_count=269
suffix_by_domain,unknown,.log,245,,domain_guess=unknown; suffix=.log; artifact_count=245
suffix_by_domain,unknown,.yaml,210,,domain_guess=unknown; suffix=.yaml; artifact_count=210
suffix_by_domain,unknown,.npz,195,,domain_guess=unknown; suffix=.npz; artifact_count=195
suffix_by_domain,unknown,.sql,36,,domain_guess=unknown; suffix=.sql; artifact_count=36
suffix_by_domain,unknown,.png,20,,domain_guess=unknown; suffix=.png; artifact_count=20
suffix_by_domain,unknown,,17,,domain_guess=unknown; suffix=; artifact_count=17
suffix_by_domain,unknown,.db,16,,domain_guess=unknown; suffix=.db; artifact_count=16
suffix_by_domain,unknown,.pdf,8,,domain_guess=unknown; suffix=.pdf; artifact_count=8
suffix_by_domain,unknown,.sh,8,,domain_guess=unknown; suffix=.sh; artifact_count=8
suffix_by_domain,unknown,.sqlite,7,,domain_guess=unknown; suffix=.sqlite; artifact_count=7
suffix_by_domain,unknown,.html,3,,domain_guess=unknown; suffix=.html; artifact_count=3
suffix_by_domain,unknown,.sha256,2,,domain_guess=unknown; suffix=.sha256; artifact_count=2
suffix_by_domain,unknown,.svg,2,,domain_guess=unknown; suffix=.svg; artifact_count=2
suffix_by_domain,unknown,.bak,2,,domain_guess=unknown; suffix=.bak; artifact_count=2
suffix_by_domain,unknown,.docx,1,,domain_guess=unknown; suffix=.docx; artifact_count=1
suffix_by_domain,unknown,.tim,1,,domain_guess=unknown; suffix=.tim; artifact_count=1
suffix_by_domain,unknown,.toml,1,,domain_guess=unknown; suffix=.toml; artifact_count=1
suffix_by_domain,unknown,.pyz,1,,domain_guess=unknown; suffix=.pyz; artifact_count=1
suffix_by_domain,unknown,.par,1,,domain_guess=unknown; suffix=.par; artifact_count=1
suffix_by_domain,unknown,.sqbpro,1,,domain_guess=unknown; suffix=.sqbpro; artifact_count=1
suffix_by_domain,unknown,.cff,1,,domain_guess=unknown; suffix=.cff; artifact_count=1
suffix_by_domain,unknown,.patch,1,,domain_guess=unknown; suffix=.patch; artifact_count=1
suffix_by_domain,unknown,.mmd,1,,domain_guess=unknown; suffix=.mmd; artifact_count=1
suffix_by_domain,,,17,,domain_guess=; suffix=; artifact_count=17
