run_id,t,p_family,alpha,pair_i,pair_j,p_i,p_j,kbar_ij,kbar_abs_ij,kbar_sign
M33_V0_alpha_peak_robustness,20.0,P3,2.6,2,4,-0.8,1.2,6.046092428449445e-08,6.046092428449445e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,2,5,-0.8,2.7,-1.0320527770455237e-07,1.0320527770455237e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,2,6,-0.8,4.4,-3.8109840045427036e-08,3.8109840045427036e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,3,4,0.0,1.2,-1.0342205904873004e-07,1.0342205904873004e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,3,5,0.0,2.7,5.5881648922812e-08,5.5881648922812e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,3,6,0.0,4.4,-1.6758916806386415e-09,1.6758916806386415e-09,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,4,5,1.2,2.7,4.4802874535343484e-09,4.4802874535343484e-09,1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,4,6,1.2,4.4,5.32263399223576e-08,5.32263399223576e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.6,5,6,2.7,4.4,-1.916811087510767e-07,1.916811087510767e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,0,1,-3.0,-1.9,-7.354824563959862e-08,7.354824563959862e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,0,2,-3.0,-0.8,-3.1570801970956526e-08,3.1570801970956526e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,0,3,-3.0,0.0,-2.3617527159652818e-08,2.3617527159652818e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,0,4,-3.0,1.2,8.535950540497494e-08,8.535950540497494e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,0,5,-3.0,2.7,-3.668378261833388e-08,3.668378261833388e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,0,6,-3.0,4.4,-3.109712615298639e-08,3.109712615298639e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,1,2,-1.9,-0.8,-1.1085713000347221e-08,1.1085713000347221e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,1,3,-1.9,0.0,-5.467274814038165e-08,5.467274814038165e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,1,4,-1.9,1.2,5.123447574528762e-08,5.123447574528762e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,1,5,-1.9,2.7,3.075189012290147e-08,3.075189012290147e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,1,6,-1.9,4.4,-1.4658809196002598e-08,1.4658809196002598e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,2,3,-0.8,0.0,-3.7379807582560425e-11,3.7379807582560425e-11,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,2,4,-0.8,1.2,1.5082413550894513e-07,1.5082413550894513e-07,1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,2,5,-0.8,2.7,-9.21613639640051e-08,9.21613639640051e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,2,6,-0.8,4.4,-3.6653925958654576e-08,3.6653925958654576e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,3,4,0.0,1.2,-4.066868967977921e-08,4.066868967977921e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,3,5,0.0,2.7,-5.1410194653461756e-08,5.1410194653461756e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,3,6,0.0,4.4,-7.653361416837257e-10,7.653361416837257e-10,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,4,5,1.2,2.7,1.0935383244758956e-08,1.0935383244758956e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,4,6,1.2,4.4,9.332279826777119e-08,9.332279826777119e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.7,5,6,2.7,4.4,-1.3633273656873945e-07,1.3633273656873945e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,0,1,-3.0,-1.9,-1.3872202386973342e-07,1.3872202386973342e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,0,2,-3.0,-0.8,1.112491040261565e-09,1.112491040261565e-09,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,0,3,-3.0,0.0,4.0518102142547696e-08,4.0518102142547696e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,0,4,-3.0,1.2,3.1573705089674164e-08,3.1573705089674164e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,0,5,-3.0,2.7,-4.613163772163032e-08,4.613163772163032e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,0,6,-3.0,4.4,1.548733874999486e-08,1.548733874999486e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,1,2,-1.9,-0.8,-1.2870905861939176e-08,1.2870905861939176e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,1,3,-1.9,0.0,4.678941359533007e-08,4.678941359533007e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,1,4,-1.9,1.2,5.428444968709478e-08,5.428444968709478e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,1,5,-1.9,2.7,-6.37151534579536e-08,6.37151534579536e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,1,6,-1.9,4.4,1.3322962976770882e-08,1.3322962976770882e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,2,3,-0.8,0.0,-1.8026537269844045e-08,1.8026537269844045e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,2,4,-0.8,1.2,1.496994499940868e-07,1.496994499940868e-07,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,2,5,-0.8,2.7,-6.885528310192347e-08,6.885528310192347e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,2,6,-0.8,4.4,-3.4583646023322874e-08,3.4583646023322874e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,3,4,0.0,1.2,9.28137362556092e-08,9.28137362556092e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,3,5,0.0,2.7,-1.1084484738367249e-07,1.1084484738367249e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,3,6,0.0,4.4,3.4033816563583397e-10,3.4033816563583397e-10,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,4,5,1.2,2.7,1.5370348056820138e-08,1.5370348056820138e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,4,6,1.2,4.4,5.842317181252443e-08,5.842317181252443e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.8,5,6,2.7,4.4,-4.8078221997344135e-08,4.8078221997344135e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,0,1,-3.0,-1.9,-1.0039075708928592e-07,1.0039075708928592e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,0,2,-3.0,-0.8,3.0492356320466214e-08,3.0492356320466214e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,0,3,-3.0,0.0,-5.021701100825852e-08,5.021701100825852e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,0,4,-3.0,1.2,-6.706157563117487e-08,6.706157563117487e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,0,5,-3.0,2.7,4.9485730451749594e-08,4.9485730451749594e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,0,6,-3.0,4.4,1.2709326495732864e-08,1.2709326495732864e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,1,2,-1.9,-0.8,3.644948227965461e-08,3.644948227965461e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,1,3,-1.9,0.0,-2.8826558366029653e-08,2.8826558366029653e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,1,4,-1.9,1.2,-1.1246571260717897e-07,1.1246571260717897e-07,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,1,5,-1.9,2.7,7.86503984121379e-08,7.86503984121379e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,1,6,-1.9,4.4,-1.1963577499322921e-08,1.1963577499322921e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,2,3,-0.8,0.0,-2.8880638353045995e-08,2.8880638353045995e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,2,4,-0.8,1.2,5.776908682322834e-08,5.776908682322834e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,2,5,-0.8,2.7,-3.6387933829290515e-08,3.6387933829290515e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,2,6,-0.8,4.4,-3.1933699972536145e-08,3.1933699972536145e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,3,4,0.0,1.2,6.487891315160034e-08,6.487891315160034e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,3,5,0.0,2.7,-6.709523721337708e-08,6.709523721337708e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,3,6,0.0,4.4,1.3592447497406954e-09,1.3592447497406954e-09,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,4,5,1.2,2.7,1.6965895590541694e-08,1.6965895590541694e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,4,6,1.2,4.4,-2.342649514826267e-08,2.342649514826267e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,2.9,5,6,2.7,4.4,5.178076007902877e-08,5.178076007902877e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,0,1,-3.0,-1.9,1.2845341297584856e-08,1.2845341297584856e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,0,2,-3.0,-0.8,-3.0671686057290315e-08,3.0671686057290315e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,0,3,-3.0,0.0,5.099037450953525e-08,5.099037450953525e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,0,4,-3.0,1.2,-7.04379436227906e-08,7.04379436227906e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,0,5,-3.0,2.7,3.239889872618668e-08,3.239889872618668e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,0,6,-3.0,4.4,-3.0576861578075424e-08,3.0576861578075424e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,1,2,-1.9,-0.8,-5.895746943429536e-08,5.895746943429536e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,1,3,-1.9,0.0,4.653796487064099e-09,4.653796487064099e-09,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,1,4,-1.9,1.2,7.25735132128813e-08,7.25735132128813e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,1,5,-1.9,2.7,-7.133173643078529e-08,7.133173643078529e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,1,6,-1.9,4.4,1.0583054320910392e-08,1.0583054320910392e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,2,3,-0.8,0.0,-2.830353770105765e-08,2.830353770105765e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,2,4,-0.8,1.2,-6.920322914369392e-08,6.920322914369392e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,2,5,-0.8,2.7,9.208686053280292e-10,9.208686053280292e-10,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,2,6,-0.8,4.4,-2.8748504641087916e-08,2.8748504641087916e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,3,4,0.0,1.2,-7.589023941212415e-08,7.589023941212415e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,3,5,0.0,2.7,3.911259945088563e-08,3.911259945088563e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,3,6,0.0,4.4,2.031619307247406e-09,2.031619307247406e-09,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,4,5,1.2,2.7,1.5427274803123114e-08,1.5427274803123114e-08,1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,4,6,1.2,4.4,-8.645015754822628e-08,8.645015754822628e-08,-1
M33_V0_alpha_peak_robustness,20.0,P3,3.0,5,6,2.7,4.4,1.391416063686868e-07,1.391416063686868e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,0,1,-3.0,-2.0,4.78313408880382e-08,4.78313408880382e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,0,2,-3.0,-1.0,1.044371707482894e-07,1.044371707482894e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,0,3,-3.0,0.0,-4.295773500806455e-08,4.295773500806455e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,0,4,-3.0,1.0,-1.930454505104373e-08,1.930454505104373e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,0,5,-3.0,2.0,-1.0266970875902335e-08,1.0266970875902335e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,1,2,-2.0,-1.0,2.047555054326966e-07,2.047555054326966e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,1,3,-2.0,0.0,-6.920322915410226e-08,6.920322915410226e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,1,4,-2.0,1.0,3.4203995984485875e-08,3.4203995984485875e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,1,6,-2.0,3.0,-1.0266970818656462e-08,1.0266970818656462e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,2,3,-1.0,0.0,2.977361467319112e-07,2.977361467319112e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,2,5,-1.0,2.0,3.4203995967138634e-08,3.4203995967138634e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,2,6,-1.0,3.0,-1.9304545025022882e-08,1.9304545025022882e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,3,4,0.0,1.0,2.977361467561973e-07,2.977361467561973e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,3,5,0.0,2.0,-6.920322914369392e-08,6.920322914369392e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,3,6,0.0,3.0,-4.295773500632982e-08,4.295773500632982e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,4,5,1.0,2.0,2.047555054396355e-07,2.047555054396355e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,4,6,1.0,3.0,1.044371707413505e-07,1.044371707413505e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.3,5,6,2.0,3.0,4.7831340922732675e-08,4.7831340922732675e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,0,1,-3.0,-2.0,-2.068086998388563e-07,2.068086998388563e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,0,2,-3.0,-1.0,-6.393005132221409e-08,6.393005132221409e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,0,3,-3.0,0.0,-5.0102980603781995e-08,5.0102980603781995e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,0,4,-3.0,1.0,1.1817062337340922e-08,1.1817062337340922e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,0,5,-3.0,2.0,4.439137287707423e-08,4.439137287707423e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,1,2,-2.0,-1.0,1.315323176695471e-07,1.315323176695471e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,1,3,-2.0,0.0,-1.3610044199800777e-07,1.3610044199800777e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,1,4,-2.0,1.0,2.1972209501494592e-08,2.1972209501494592e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,1,6,-2.0,3.0,4.439137283891032e-08,4.439137283891032e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,2,3,-1.0,0.0,-4.5117642143155396e-08,4.5117642143155396e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,2,5,-1.0,2.0,2.197220951016821e-08,2.197220951016821e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,2,6,-1.0,3.0,1.1817062300911731e-08,1.1817062300911731e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,3,4,0.0,1.0,-4.5117642177849866e-08,4.5117642177849866e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,3,5,0.0,2.0,-1.3610044198412996e-07,1.3610044198412996e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,3,6,0.0,3.0,-5.010298059120524e-08,5.010298059120524e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,4,5,1.0,2.0,1.3153231771811938e-07,1.3153231771811938e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,4,6,1.0,3.0,-6.39300513465002e-08,6.39300513465002e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.4,5,6,2.0,3.0,-2.068086998457952e-07,2.068086998457952e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,0,1,-3.0,-2.0,2.992232430703429e-07,2.992232430703429e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,0,2,-3.0,-1.0,1.800926871173281e-08,1.800926871173281e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,0,3,-3.0,0.0,-2.3209935442330965e-08,2.3209935442330965e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,0,4,-3.0,1.0,-3.3288985040735844e-09,3.3288985040735844e-09,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,0,5,-3.0,2.0,-6.422810337573803e-08,6.422810337573803e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,1,2,-2.0,-1.0,4.783134090191599e-08,4.783134090191599e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,1,3,-2.0,0.0,1.0880846698993475e-07,1.0880846698993475e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,1,4,-2.0,1.0,7.99012944696642e-09,7.99012944696642e-09,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,1,6,-2.0,3.0,-6.422810335535503e-08,6.422810335535503e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,2,3,-1.0,0.0,-2.601850186273458e-07,2.601850186273458e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,2,5,-1.0,2.0,7.99012943655808e-09,7.99012943655808e-09,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,2,6,-1.0,3.0,-3.328898452031881e-09,3.328898452031881e-09,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,3,4,0.0,1.0,-2.601850186065291e-07,2.601850186065291e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,3,5,0.0,2.0,1.0880846697605696e-07,1.0880846697605696e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,3,6,0.0,3.0,-2.3209935402432325e-08,2.3209935402432325e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,4,5,1.0,2.0,4.7831340922732675e-08,4.7831340922732675e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,4,6,1.0,3.0,1.80092687186717e-08,1.80092687186717e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.5,5,6,2.0,3.0,2.9922324304085257e-07,2.9922324304085257e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,0,1,-3.0,-2.0,-2.953307083747303e-07,2.953307083747303e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,0,2,-3.0,-1.0,2.9436557490158943e-08,2.9436557490158943e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,0,3,-3.0,0.0,1.9451164279954414e-08,1.9451164279954414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,0,4,-3.0,1.0,-5.4411599184622794e-09,5.4411599184622794e-09,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,0,5,-3.0,2.0,6.339257294964151e-08,6.339257294964151e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,1,2,-2.0,-1.0,-3.96798530560849e-08,3.96798530560849e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,1,3,-2.0,0.0,1.044371707482894e-07,1.044371707482894e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,1,4,-2.0,1.0,-6.628439748468384e-09,6.628439748468384e-09,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,1,6,-2.0,3.0,6.339257296438666e-08,6.339257296438666e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,2,3,-1.0,0.0,2.616679870073857e-07,2.616679870073857e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,2,5,-1.0,2.0,-6.628439769285066e-09,6.628439769285066e-09,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,2,6,-1.0,3.0,-5.441159954891472e-09,5.441159954891472e-09,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,3,4,0.0,1.0,2.616679870282024e-07,2.616679870282024e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,3,5,0.0,2.0,1.044371707413505e-07,1.044371707413505e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,3,6,0.0,3.0,1.9451164279954414e-08,1.9451164279954414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,4,5,1.0,2.0,-3.967985300057375e-08,3.967985300057375e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,4,6,1.0,3.0,2.9436557445056133e-08,2.9436557445056133e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.6,5,6,2.0,3.0,-2.953307083747303e-07,2.953307083747303e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,0,1,-3.0,-2.0,1.9638393503745855e-07,1.9638393503745855e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,0,2,-3.0,-1.0,-7.438966539638493e-08,7.438966539638493e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,0,3,-3.0,0.0,4.889779297266583e-08,4.889779297266583e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,0,4,-3.0,1.0,1.3750455260530536e-08,1.3750455260530536e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,0,5,-3.0,2.0,-4.215370284429976e-08,4.215370284429976e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,1,2,-2.0,-1.0,-1.240301727087334e-07,1.240301727087334e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,1,3,-2.0,0.0,-1.3919969073933336e-07,1.3919969073933336e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,1,4,-2.0,1.0,-2.0718991229282117e-08,2.0718991229282117e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,1,6,-2.0,3.0,-4.21537028911373e-08,4.21537028911373e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,2,3,-1.0,0.0,4.240040862163452e-08,4.240040862163452e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,2,5,-1.0,2.0,-2.0718991251833522e-08,2.0718991251833522e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,2,6,-1.0,3.0,1.375045529175556e-08,1.375045529175556e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,3,4,0.0,1.0,4.240040858694005e-08,4.240040858694005e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,3,5,0.0,2.0,-1.3919969073065974e-07,1.3919969073065974e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,3,6,0.0,3.0,4.889779297873736e-08,4.889779297873736e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,4,5,1.0,2.0,-1.2403017266016114e-07,1.2403017266016114e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,4,6,1.0,3.0,-7.438966539638493e-08,7.438966539638493e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.7,5,6,2.0,3.0,1.9638393503745855e-07,1.9638393503745855e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,0,1,-3.0,-2.0,-3.422962897153825e-08,3.422962897153825e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,0,2,-3.0,-1.0,1.1304337914352924e-07,1.1304337914352924e-07,1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,0,3,-3.0,0.0,4.512489510874462e-08,4.512489510874462e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,0,4,-3.0,1.0,-2.0895347762825426e-08,2.0895347762825426e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,0,5,-3.0,2.0,7.347370873170278e-09,7.347370873170278e-09,1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,1,2,-2.0,-1.0,-1.9850031985485522e-07,1.9850031985485522e-07,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,1,3,-2.0,0.0,-6.393005132221409e-08,6.393005132221409e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,1,4,-2.0,1.0,-3.3159079777106415e-08,3.3159079777106415e-08,-1
M33_V0_alpha_peak_robustness,40.0,P0,0.8,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
