row_id,log10_gbar_m_per_s2,e_log10_gbar,log10_gobs_m_per_s2,e_log10_gobs,gbar_m_per_s2,gobs_m_per_s2,source_table,claim_boundary
1470,-10.5,0.09,-9.94,0.11,3.1622776601683794e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
1471,-10.52,0.09,-9.96,0.11,3.019951720402019e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
1472,-10.55,0.09,-9.96,0.11,2.8183829312644493e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
1473,-10.62,0.09,-10.02,0.11,2.3988329190194948e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
1474,-10.69,0.09,-10.07,0.11,2.0417379446695317e-11,8.511380382023759e-11,RAR.mrt,direct_standard_rar_table_only
1475,-10.74,0.09,-10.12,0.11,1.8197008586099825e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
1476,-9.99,0.11,-9.53,0.03,1.0232929922807537e-10,2.9512092266663898e-10,RAR.mrt,direct_standard_rar_table_only
1477,-10.03,0.11,-9.68,0.03,9.3325430079699241e-11,2.089296130854041e-10,RAR.mrt,direct_standard_rar_table_only
1478,-10.08,0.11,-9.75,0.03,8.3176377110267092e-11,1.7782794100389229e-10,RAR.mrt,direct_standard_rar_table_only
1479,-10.15,0.11,-9.85,0.03,7.0794578438413739e-11,1.4125375446227556e-10,RAR.mrt,direct_standard_rar_table_only
1480,-10.26,0.11,-9.94,0.02,5.4954087385762479e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
1481,-10.34,0.1,-10.01,0.02,4.5708818961487517e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
1482,-10.42,0.1,-10.06,0.02,3.8018939632056128e-11,8.7096358995607968e-11,RAR.mrt,direct_standard_rar_table_only
1483,-10.49,0.09,-10.14,0.04,3.235936569296281e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
1484,-10.59,0.1,-10.19,0.04,2.5703957827688646e-11,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
1485,-10.66,0.09,-10.21,0.02,2.1877616239495519e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
1486,-10.7,0.08,-10.29,0.02,1.9952623149688828e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
1487,-10.77,0.08,-10.34,0.02,1.6982436524617461e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
1488,-10.82,0.08,-10.38,0.02,1.5135612484362072e-11,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
1489,-10.89,0.08,-10.42,0.02,1.2882495516931322e-11,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
1490,-10.94,0.08,-10.42,0.02,1.148153621496884e-11,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
1491,-11.0,0.08,-10.45,0.03,9.9999999999999994e-12,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
1492,-11.04,0.08,-10.48,0.03,9.1201083935591156e-12,3.311311214825908e-11,RAR.mrt,direct_standard_rar_table_only
1493,-11.09,0.08,-10.5,0.03,8.1283051616409945e-12,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
1494,-11.12,0.07,-10.53,0.03,7.5857757502918518e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
1495,-10.34,0.11,-10.06,0.14,4.5708818961487517e-11,8.7096358995607968e-11,RAR.mrt,direct_standard_rar_table_only
1496,-10.33,0.11,-10.07,0.14,4.6773514128719814e-11,8.511380382023759e-11,RAR.mrt,direct_standard_rar_table_only
1497,-10.36,0.11,-10.24,0.14,4.3651583224016655e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
1498,-10.4,0.11,-10.32,0.14,3.9810717055349695e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
1499,-10.44,0.11,-10.36,0.14,3.6307805477010174e-11,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
1500,-10.47,0.11,-10.38,0.15,3.3884415613920202e-11,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
1501,-10.51,0.11,-10.35,0.15,3.0902954325135919e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
1502,-10.54,0.11,-10.37,0.14,2.8840315031266117e-11,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
1503,-10.57,0.11,-10.4,0.13,2.6915348039269138e-11,3.9810717055349695e-11,RAR.mrt,direct_standard_rar_table_only
1504,-10.63,0.11,-10.35,0.14,2.3442288153199179e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
1505,-10.7,0.1,-10.31,0.13,1.9952623149688828e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
1506,-10.78,0.1,-10.3,0.14,1.6595869074375631e-11,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
1507,-10.82,0.1,-10.34,0.14,1.5135612484362072e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
1508,-10.87,0.09,-10.38,0.14,1.348962882591656e-11,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
1509,-10.93,0.08,-10.39,0.14,1.1748975549395303e-11,4.0738027780411218e-11,RAR.mrt,direct_standard_rar_table_only
1510,-10.99,0.07,-10.39,0.14,1.0232929922807536e-11,4.0738027780411218e-11,RAR.mrt,direct_standard_rar_table_only
1511,-11.05,0.07,-10.42,0.13,8.912509381337441e-12,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
1512,-11.11,0.06,-10.45,0.14,7.762471166286927e-12,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
1513,-11.14,0.06,-10.48,0.13,7.2443596007498911e-12,3.311311214825908e-11,RAR.mrt,direct_standard_rar_table_only
1514,-11.18,0.05,-10.51,0.13,6.6069344800759645e-12,3.0902954325135919e-11,RAR.mrt,direct_standard_rar_table_only
1515,-11.22,0.05,-10.55,0.13,6.0255958607435685e-12,2.8183829312644493e-11,RAR.mrt,direct_standard_rar_table_only
1516,-11.27,0.05,-10.6,0.14,5.3703179637025329e-12,2.5118864315095823e-11,RAR.mrt,direct_standard_rar_table_only
1517,-11.31,0.05,-10.63,0.14,4.8977881936844567e-12,2.3442288153199179e-11,RAR.mrt,direct_standard_rar_table_only
1518,-9.19,0.11,-8.98,0.12,6.456542290346563e-10,1.0471285480508984e-09,RAR.mrt,direct_standard_rar_table_only
1519,-9.52,0.11,-9.28,0.11,3.0199517204020193e-10,5.2480746024977342e-10,RAR.mrt,direct_standard_rar_table_only
1520,-9.68,0.11,-9.46,0.11,2.089296130854041e-10,3.4673685045253098e-10,RAR.mrt,direct_standard_rar_table_only
1521,-9.78,0.11,-9.59,0.11,1.6595869074375631e-10,2.5703957827688648e-10,RAR.mrt,direct_standard_rar_table_only
1522,-9.87,0.11,-9.68,0.11,1.3489628825916561e-10,2.089296130854041e-10,RAR.mrt,direct_standard_rar_table_only
1523,-9.92,0.11,-9.74,0.11,1.2022644346174132e-10,1.8197008586099825e-10,RAR.mrt,direct_standard_rar_table_only
1524,-9.95,0.11,-9.82,0.11,1.1220184543019652e-10,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
1525,-9.99,0.11,-9.9,0.11,1.0232929922807537e-10,1.2589254117941662e-10,RAR.mrt,direct_standard_rar_table_only
1526,-10.07,0.1,-9.96,0.11,8.511380382023759e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
1527,-10.13,0.1,-10.03,0.11,7.4131024130091616e-11,9.3325430079699241e-11,RAR.mrt,direct_standard_rar_table_only
1528,-10.21,0.1,-10.09,0.11,6.1659500186148097e-11,8.1283051616409951e-11,RAR.mrt,direct_standard_rar_table_only
1529,-10.31,0.1,-10.17,0.11,4.897788193684456e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
1530,-10.41,0.1,-10.24,0.11,3.8904514499428045e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
1531,-10.51,0.1,-10.33,0.11,3.0902954325135919e-11,4.6773514128719814e-11,RAR.mrt,direct_standard_rar_table_only
1532,-10.59,0.1,-10.4,0.11,2.5703957827688646e-11,3.9810717055349695e-11,RAR.mrt,direct_standard_rar_table_only
1533,-10.68,0.1,-10.43,0.11,2.0892961308540409e-11,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
1534,-10.75,0.1,-10.46,0.11,1.7782794100389227e-11,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
1535,-10.82,0.1,-10.49,0.11,1.5135612484362072e-11,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
1536,-10.88,0.1,-10.5,0.11,1.3182567385564048e-11,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
1537,-9.18,0.11,-9.23,0.08,6.6069344800759641e-10,5.8884365535558835e-10,RAR.mrt,direct_standard_rar_table_only
1538,-9.28,0.11,-9.32,0.07,5.2480746024977342e-10,4.7863009232263798e-10,RAR.mrt,direct_standard_rar_table_only
1539,-9.35,0.11,-9.38,0.07,4.4668359215096347e-10,4.1686938347033463e-10,RAR.mrt,direct_standard_rar_table_only
1540,-9.47,0.11,-9.48,0.07,3.3884415613920202e-10,3.3113112148259076e-10,RAR.mrt,direct_standard_rar_table_only
1541,-9.55,0.11,-9.57,0.07,2.8183829312644494e-10,2.6915348039269137e-10,RAR.mrt,direct_standard_rar_table_only
1542,-9.62,0.11,-9.61,0.07,2.3988329190194949e-10,2.4547089156850336e-10,RAR.mrt,direct_standard_rar_table_only
1543,-9.67,0.11,-9.64,0.07,2.1379620895022325e-10,2.2908676527677701e-10,RAR.mrt,direct_standard_rar_table_only
1544,-9.7,0.11,-9.68,0.07,1.9952623149688828e-10,2.089296130854041e-10,RAR.mrt,direct_standard_rar_table_only
1545,-9.76,0.11,-9.73,0.07,1.7378008287493763e-10,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
1546,-9.81,0.11,-9.76,0.07,1.5488166189124796e-10,1.7378008287493763e-10,RAR.mrt,direct_standard_rar_table_only
1547,-9.86,0.11,-9.8,0.07,1.3803842646028866e-10,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
1548,-10.05,0.1,-9.92,0.07,8.912509381337441e-11,1.2022644346174132e-10,RAR.mrt,direct_standard_rar_table_only
1549,-10.21,0.1,-10.02,0.07,6.1659500186148097e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
1550,-10.34,0.1,-10.11,0.07,4.5708818961487517e-11,7.7624711662869273e-11,RAR.mrt,direct_standard_rar_table_only
1551,-10.49,0.1,-10.19,0.07,3.235936569296281e-11,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
1552,-10.62,0.1,-10.27,0.07,2.3988329190194948e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
1553,-10.73,0.1,-10.35,0.07,1.8620871366628657e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
1554,-10.82,0.1,-10.42,0.07,1.5135612484362072e-11,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
1555,-10.9,0.09,-10.47,0.07,1.2589254117941662e-11,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
1556,-10.97,0.09,-10.52,0.07,1.0715193052376049e-11,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
1557,-11.04,0.09,-10.55,0.08,9.1201083935591156e-12,2.8183829312644493e-11,RAR.mrt,direct_standard_rar_table_only
1558,-11.1,0.09,-10.58,0.07,7.9432823472428214e-12,2.6302679918953815e-11,RAR.mrt,direct_standard_rar_table_only
1559,-11.15,0.09,-10.62,0.07,7.0794578438413731e-12,2.3988329190194948e-11,RAR.mrt,direct_standard_rar_table_only
1560,-11.19,0.09,-10.65,0.07,6.4565422903465627e-12,2.2387211385683377e-11,RAR.mrt,direct_standard_rar_table_only
1561,-11.24,0.08,-10.67,0.07,5.7543993733715668e-12,2.1379620895022323e-11,RAR.mrt,direct_standard_rar_table_only
1562,-11.29,0.08,-10.72,0.07,5.128613839913659e-12,1.9054607179632443e-11,RAR.mrt,direct_standard_rar_table_only
1563,-11.34,0.08,-10.76,0.07,4.5708818961487516e-12,1.7378008287493762e-11,RAR.mrt,direct_standard_rar_table_only
1564,-8.6,0.1,-8.74,0.15,2.511886431509582e-09,1.8197008586099825e-09,RAR.mrt,direct_standard_rar_table_only
1565,-9.1,0.08,-9.19,0.14,7.9432823472428218e-10,6.456542290346563e-10,RAR.mrt,direct_standard_rar_table_only
1566,-9.39,0.08,-9.38,0.13,4.0738027780411222e-10,4.1686938347033463e-10,RAR.mrt,direct_standard_rar_table_only
1567,-9.62,0.08,-9.52,0.13,2.3988329190194949e-10,3.0199517204020193e-10,RAR.mrt,direct_standard_rar_table_only
1568,-9.81,0.08,-9.62,0.13,1.5488166189124796e-10,2.3988329190194949e-10,RAR.mrt,direct_standard_rar_table_only
1569,-9.94,0.08,-9.7,0.13,1.1481536214968841e-10,1.9952623149688828e-10,RAR.mrt,direct_standard_rar_table_only
1570,-10.12,0.08,-9.82,0.13,7.5857757502918511e-11,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
1571,-10.26,0.08,-9.91,0.13,5.4954087385762479e-11,1.2302687708123812e-10,RAR.mrt,direct_standard_rar_table_only
1572,-10.39,0.08,-9.98,0.13,4.0738027780411218e-11,1.0471285480508985e-10,RAR.mrt,direct_standard_rar_table_only
1573,-10.49,0.07,-10.05,0.13,3.235936569296281e-11,8.912509381337441e-11,RAR.mrt,direct_standard_rar_table_only
1574,-10.58,0.07,-10.1,0.13,2.6302679918953815e-11,7.9432823472428218e-11,RAR.mrt,direct_standard_rar_table_only
1575,-10.63,0.07,-10.14,0.13,2.3442288153199179e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
1576,-10.7,0.07,-10.18,0.13,1.9952623149688828e-11,6.6069344800759643e-11,RAR.mrt,direct_standard_rar_table_only
1577,-10.76,0.06,-10.23,0.13,1.7378008287493762e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
1578,-10.83,0.06,-10.27,0.13,1.4791083881682073e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
1579,-10.91,0.06,-10.35,0.13,1.2302687708123811e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
1580,-10.97,0.06,-10.41,0.13,1.0715193052376049e-11,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
1581,-11.04,0.06,-10.48,0.13,9.1201083935591156e-12,3.311311214825908e-11,RAR.mrt,direct_standard_rar_table_only
1582,-11.09,0.07,-10.49,0.13,8.1283051616409945e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
1583,-11.15,0.07,-10.52,0.13,7.0794578438413731e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
1584,-11.2,0.06,-10.54,0.13,6.3095734448019426e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
1585,-11.24,0.06,-10.55,0.13,5.7543993733715668e-12,2.8183829312644493e-11,RAR.mrt,direct_standard_rar_table_only
1586,-8.66,0.09,-8.75,0.08,2.1877616239495518e-09,1.7782794100389228e-09,RAR.mrt,direct_standard_rar_table_only
1587,-8.86,0.08,-8.94,0.07,1.3803842646028867e-09,1.148153621496884e-09,RAR.mrt,direct_standard_rar_table_only
1588,-9.02,0.07,-9.05,0.06,9.5499258602143681e-10,8.912509381337441e-10,RAR.mrt,direct_standard_rar_table_only
1589,-9.11,0.07,-9.1,0.05,7.7624711662869273e-10,7.9432823472428218e-10,RAR.mrt,direct_standard_rar_table_only
1590,-9.18,0.07,-9.18,0.09,6.6069344800759641e-10,6.6069344800759641e-10,RAR.mrt,direct_standard_rar_table_only
1591,-9.24,0.07,-9.19,0.09,5.7543993733715669e-10,6.456542290346563e-10,RAR.mrt,direct_standard_rar_table_only
1592,-9.31,0.08,-9.26,0.09,4.8977881936844559e-10,5.4954087385762482e-10,RAR.mrt,direct_standard_rar_table_only
1593,-9.38,0.08,-9.31,0.09,4.1686938347033463e-10,4.8977881936844559e-10,RAR.mrt,direct_standard_rar_table_only
1594,-9.43,0.08,-9.36,0.09,3.7153522909717278e-10,4.3651583224016655e-10,RAR.mrt,direct_standard_rar_table_only
1595,-9.51,0.08,-9.41,0.08,3.0902954325135922e-10,3.8904514499428046e-10,RAR.mrt,direct_standard_rar_table_only
1596,-9.58,0.08,-9.47,0.08,2.6302679918953814e-10,3.3884415613920202e-10,RAR.mrt,direct_standard_rar_table_only
1597,-9.65,0.09,-9.51,0.08,2.2387211385683377e-10,3.0902954325135922e-10,RAR.mrt,direct_standard_rar_table_only
1598,-9.7,0.09,-9.56,0.08,1.9952623149688828e-10,2.7542287033381632e-10,RAR.mrt,direct_standard_rar_table_only
1599,-9.76,0.09,-9.6,0.08,1.7378008287493763e-10,2.511886431509582e-10,RAR.mrt,direct_standard_rar_table_only
1600,-9.81,0.09,-9.64,0.08,1.5488166189124796e-10,2.2908676527677701e-10,RAR.mrt,direct_standard_rar_table_only
1601,-9.88,0.09,-9.67,0.08,1.3182567385564046e-10,2.1379620895022325e-10,RAR.mrt,direct_standard_rar_table_only
1602,-9.94,0.09,-9.7,0.08,1.1481536214968841e-10,1.9952623149688828e-10,RAR.mrt,direct_standard_rar_table_only
1603,-10.24,0.11,-10.06,0.16,5.7543993733715666e-11,8.7096358995607968e-11,RAR.mrt,direct_standard_rar_table_only
1604,-10.25,0.11,-10.04,0.14,5.6234132519034906e-11,9.1201083935591153e-11,RAR.mrt,direct_standard_rar_table_only
1605,-10.26,0.1,-10.07,0.14,5.4954087385762479e-11,8.511380382023759e-11,RAR.mrt,direct_standard_rar_table_only
1606,-10.3,0.1,-10.12,0.14,5.0118723362727148e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
1607,-10.36,0.1,-10.16,0.14,4.3651583224016655e-11,6.9183097091893625e-11,RAR.mrt,direct_standard_rar_table_only
1608,-10.42,0.1,-10.21,0.14,3.8018939632056128e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
1609,-10.47,0.1,-10.24,0.14,3.3884415613920202e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
1610,-10.53,0.1,-10.26,0.14,2.9512092266663903e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
1611,-10.56,0.1,-10.27,0.14,2.7542287033381634e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
1612,-10.59,0.09,-10.29,0.13,2.5703957827688646e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
1613,-10.63,0.09,-10.31,0.14,2.3442288153199179e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
1614,-10.68,0.09,-10.34,0.14,2.0892961308540409e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
1615,-10.72,0.09,-10.35,0.13,1.9054607179632443e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
1616,-10.76,0.08,-10.37,0.13,1.7378008287493762e-11,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
1617,-10.8,0.08,-10.39,0.13,1.5848931924611107e-11,4.0738027780411218e-11,RAR.mrt,direct_standard_rar_table_only
1618,-10.85,0.08,-10.41,0.13,1.4125375446227554e-11,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
1619,-10.88,0.08,-10.43,0.13,1.3182567385564048e-11,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
1620,-10.91,0.07,-10.45,0.13,1.2302687708123811e-11,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
1621,-10.93,0.07,-10.46,0.13,1.1748975549395303e-11,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
1622,-10.96,0.07,-10.48,0.13,1.0964781961431828e-11,3.311311214825908e-11,RAR.mrt,direct_standard_rar_table_only
1623,-10.99,0.07,-10.5,0.14,1.0232929922807536e-11,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
1624,-11.0,0.06,-10.52,0.14,9.9999999999999994e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
1625,-11.02,0.06,-10.54,0.14,9.5499258602143682e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
1626,-11.04,0.06,-10.57,0.14,9.1201083935591156e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
1627,-11.05,0.06,-10.58,0.14,8.912509381337441e-12,2.6302679918953815e-11,RAR.mrt,direct_standard_rar_table_only
1628,-11.07,0.06,-10.6,0.14,8.5113803820237597e-12,2.5118864315095823e-11,RAR.mrt,direct_standard_rar_table_only
1629,-11.09,0.05,-10.62,0.14,8.1283051616409945e-12,2.3988329190194948e-11,RAR.mrt,direct_standard_rar_table_only
1630,-11.11,0.05,-10.64,0.14,7.762471166286927e-12,2.2908676527677699e-11,RAR.mrt,direct_standard_rar_table_only
1631,-11.13,0.05,-10.66,0.14,7.4131024130091626e-12,2.1877616239495519e-11,RAR.mrt,direct_standard_rar_table_only
1632,-9.2,0.11,-9.74,0.09,6.3095734448019425e-10,1.8197008586099825e-10,RAR.mrt,direct_standard_rar_table_only
1633,-9.22,0.1,-9.58,0.08,6.0255958607435691e-10,2.6302679918953814e-10,RAR.mrt,direct_standard_rar_table_only
1634,-9.29,0.1,-9.6,0.07,5.1286138399136583e-10,2.511886431509582e-10,RAR.mrt,direct_standard_rar_table_only
1635,-9.44,0.1,-9.65,0.07,3.6307805477010177e-10,2.2387211385683377e-10,RAR.mrt,direct_standard_rar_table_only
1636,-9.57,0.1,-9.72,0.07,2.6915348039269137e-10,1.9054607179632444e-10,RAR.mrt,direct_standard_rar_table_only
1637,-9.68,0.09,-9.75,0.07,2.089296130854041e-10,1.7782794100389229e-10,RAR.mrt,direct_standard_rar_table_only
1638,-9.78,0.09,-9.8,0.07,1.6595869074375631e-10,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
1639,-9.86,0.09,-9.84,0.07,1.3803842646028866e-10,1.4454397707459281e-10,RAR.mrt,direct_standard_rar_table_only
1640,-9.95,0.09,-9.87,0.07,1.1220184543019652e-10,1.3489628825916561e-10,RAR.mrt,direct_standard_rar_table_only
1641,-10.04,0.09,-9.91,0.07,9.1201083935591153e-11,1.2302687708123812e-10,RAR.mrt,direct_standard_rar_table_only
1642,-10.11,0.09,-9.95,0.07,7.7624711662869273e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
1643,-10.18,0.09,-9.99,0.07,6.6069344800759643e-11,1.0232929922807537e-10,RAR.mrt,direct_standard_rar_table_only
1644,-10.24,0.09,-10.04,0.07,5.7543993733715666e-11,9.1201083935591153e-11,RAR.mrt,direct_standard_rar_table_only
1645,-10.31,0.09,-10.08,0.07,4.897788193684456e-11,8.3176377110267092e-11,RAR.mrt,direct_standard_rar_table_only
1646,-10.36,0.09,-10.13,0.07,4.3651583224016655e-11,7.4131024130091616e-11,RAR.mrt,direct_standard_rar_table_only
1647,-10.42,0.09,-10.17,0.07,3.8018939632056128e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
1648,-10.47,0.09,-10.19,0.07,3.3884415613920202e-11,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
1649,-10.51,0.09,-10.21,0.08,3.0902954325135919e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
1650,-10.66,0.1,-10.14,0.09,2.1877616239495519e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
1651,-10.74,0.1,-10.17,0.08,1.8197008586099825e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
1652,-10.74,0.09,-10.16,0.08,1.8197008586099825e-11,6.9183097091893625e-11,RAR.mrt,direct_standard_rar_table_only
1653,-10.75,0.09,-10.21,0.08,1.7782794100389227e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
1654,-10.76,0.09,-10.25,0.07,1.7378008287493762e-11,5.6234132519034906e-11,RAR.mrt,direct_standard_rar_table_only
1655,-10.77,0.09,-10.27,0.07,1.6982436524617461e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
1656,-10.78,0.08,-10.29,0.07,1.6595869074375631e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
1657,-10.78,0.08,-10.32,0.08,1.6595869074375631e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
1658,-10.83,0.08,-10.35,0.08,1.4791083881682073e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
1659,-10.88,0.07,-10.42,0.07,1.3182567385564048e-11,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
1660,-10.92,0.07,-10.46,0.07,1.202264434617413e-11,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
1661,-10.99,0.07,-10.49,0.07,1.0232929922807536e-11,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
1662,-11.05,0.07,-10.53,0.07,8.912509381337441e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
1663,-11.11,0.06,-10.57,0.07,7.762471166286927e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
1664,-11.14,0.06,-10.59,0.07,7.2443596007498911e-12,2.5703957827688646e-11,RAR.mrt,direct_standard_rar_table_only
1665,-11.2,0.06,-10.6,0.07,6.3095734448019426e-12,2.5118864315095823e-11,RAR.mrt,direct_standard_rar_table_only
1666,-11.25,0.06,-10.64,0.07,5.6234132519034904e-12,2.2908676527677699e-11,RAR.mrt,direct_standard_rar_table_only
1667,-11.28,0.06,-10.67,0.07,5.2480746024977338e-12,2.1379620895022323e-11,RAR.mrt,direct_standard_rar_table_only
1668,-11.33,0.06,-10.68,0.07,4.6773514128719809e-12,2.0892961308540409e-11,RAR.mrt,direct_standard_rar_table_only
1669,-11.38,0.06,-10.69,0.1,4.1686938347033462e-12,2.0417379446695317e-11,RAR.mrt,direct_standard_rar_table_only
1670,-9.63,0.1,-9.64,0.08,2.3442288153199181e-10,2.2908676527677701e-10,RAR.mrt,direct_standard_rar_table_only
1671,-9.73,0.1,-9.64,0.07,1.8620871366628656e-10,2.2908676527677701e-10,RAR.mrt,direct_standard_rar_table_only
1672,-9.83,0.1,-9.73,0.07,1.4791083881682071e-10,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
1673,-9.91,0.1,-9.82,0.07,1.2302687708123812e-10,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
1674,-10.05,0.1,-9.93,0.07,8.912509381337441e-11,1.1748975549395304e-10,RAR.mrt,direct_standard_rar_table_only
1675,-10.18,0.09,-10.02,0.07,6.6069344800759643e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
1676,-10.3,0.09,-10.09,0.07,5.0118723362727148e-11,8.1283051616409951e-11,RAR.mrt,direct_standard_rar_table_only
1677,-10.41,0.09,-10.16,0.07,3.8904514499428045e-11,6.9183097091893625e-11,RAR.mrt,direct_standard_rar_table_only
1678,-10.49,0.09,-10.21,0.07,3.235936569296281e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
1679,-10.58,0.09,-10.26,0.07,2.6302679918953815e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
1680,-10.66,0.09,-10.28,0.07,2.1877616239495519e-11,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
