row_id,log10_gbar_m_per_s2,e_log10_gbar,log10_gobs_m_per_s2,e_log10_gobs,gbar_m_per_s2,gobs_m_per_s2,source_table,claim_boundary
945,-11.16,0.07,-10.41,0.09,6.9183097091893623e-12,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
946,-8.43,0.11,-8.18,0.15,3.715352290971728e-09,6.6069344800759643e-09,RAR.mrt,direct_standard_rar_table_only
947,-8.46,0.11,-8.29,0.15,3.4673685045253096e-09,5.1286138399136583e-09,RAR.mrt,direct_standard_rar_table_only
948,-8.51,0.1,-8.39,0.14,3.0902954325135919e-09,4.0738027780411223e-09,RAR.mrt,direct_standard_rar_table_only
949,-8.56,0.1,-8.47,0.14,2.7542287033381634e-09,3.3884415613920203e-09,RAR.mrt,direct_standard_rar_table_only
950,-8.6,0.1,-8.54,0.14,2.511886431509582e-09,2.8840315031266117e-09,RAR.mrt,direct_standard_rar_table_only
951,-8.64,0.1,-8.6,0.14,2.29086765276777e-09,2.511886431509582e-09,RAR.mrt,direct_standard_rar_table_only
952,-8.68,0.1,-8.64,0.14,2.089296130854041e-09,2.29086765276777e-09,RAR.mrt,direct_standard_rar_table_only
953,-8.71,0.1,-8.69,0.14,1.9498445997580416e-09,2.0417379446695317e-09,RAR.mrt,direct_standard_rar_table_only
954,-8.75,0.1,-8.73,0.15,1.7782794100389228e-09,1.8620871366628656e-09,RAR.mrt,direct_standard_rar_table_only
955,-8.77,0.1,-8.76,0.14,1.698243652461746e-09,1.7378008287493762e-09,RAR.mrt,direct_standard_rar_table_only
956,-8.8,0.09,-8.79,0.15,1.5848931924611109e-09,1.6218100973589331e-09,RAR.mrt,direct_standard_rar_table_only
957,-8.82,0.09,-8.82,0.14,1.5135612484362073e-09,1.5135612484362073e-09,RAR.mrt,direct_standard_rar_table_only
958,-8.84,0.09,-8.85,0.15,1.445439770745928e-09,1.4125375446227555e-09,RAR.mrt,direct_standard_rar_table_only
959,-8.87,0.09,-8.88,0.15,1.348962882591656e-09,1.3182567385564047e-09,RAR.mrt,direct_standard_rar_table_only
960,-8.89,0.09,-8.9,0.15,1.2882495516931322e-09,1.2589254117941663e-09,RAR.mrt,direct_standard_rar_table_only
961,-8.91,0.09,-8.92,0.16,1.2302687708123811e-09,1.2022644346174132e-09,RAR.mrt,direct_standard_rar_table_only
962,-8.93,0.09,-8.94,0.15,1.1748975549395303e-09,1.148153621496884e-09,RAR.mrt,direct_standard_rar_table_only
963,-8.95,0.09,-8.96,0.14,1.1220184543019653e-09,1.0964781961431829e-09,RAR.mrt,direct_standard_rar_table_only
964,-8.97,0.08,-8.98,0.15,1.0715193052376049e-09,1.0471285480508984e-09,RAR.mrt,direct_standard_rar_table_only
965,-8.99,0.08,-8.99,0.15,1.0232929922807536e-09,1.0232929922807536e-09,RAR.mrt,direct_standard_rar_table_only
966,-9.01,0.08,-9.01,0.15,9.7723722095581118e-10,9.7723722095581118e-10,RAR.mrt,direct_standard_rar_table_only
967,-9.03,0.08,-9.02,0.15,9.3325430079699243e-10,9.5499258602143681e-10,RAR.mrt,direct_standard_rar_table_only
968,-9.05,0.08,-9.04,0.15,8.912509381337441e-10,9.1201083935591153e-10,RAR.mrt,direct_standard_rar_table_only
969,-9.07,0.08,-9.05,0.15,8.5113803820237593e-10,8.912509381337441e-10,RAR.mrt,direct_standard_rar_table_only
970,-9.08,0.08,-9.06,0.15,8.3176377110267092e-10,8.7096358995607963e-10,RAR.mrt,direct_standard_rar_table_only
971,-9.1,0.08,-9.07,0.16,7.9432823472428218e-10,8.5113803820237593e-10,RAR.mrt,direct_standard_rar_table_only
972,-9.12,0.08,-9.08,0.14,7.5857757502918514e-10,8.3176377110267092e-10,RAR.mrt,direct_standard_rar_table_only
973,-9.13,0.08,-9.09,0.15,7.4131024130091618e-10,8.1283051616409954e-10,RAR.mrt,direct_standard_rar_table_only
974,-9.15,0.08,-9.11,0.14,7.0794578438413732e-10,7.7624711662869273e-10,RAR.mrt,direct_standard_rar_table_only
975,-9.16,0.08,-9.11,0.14,6.918309709189363e-10,7.7624711662869273e-10,RAR.mrt,direct_standard_rar_table_only
976,-9.17,0.08,-9.12,0.14,6.7608297539198189e-10,7.5857757502918514e-10,RAR.mrt,direct_standard_rar_table_only
977,-9.18,0.08,-9.13,0.14,6.6069344800759641e-10,7.4131024130091618e-10,RAR.mrt,direct_standard_rar_table_only
978,-9.19,0.08,-9.14,0.14,6.456542290346563e-10,7.2443596007498912e-10,RAR.mrt,direct_standard_rar_table_only
979,-9.2,0.08,-9.14,0.14,6.3095734448019425e-10,7.2443596007498912e-10,RAR.mrt,direct_standard_rar_table_only
980,-9.21,0.08,-9.15,0.15,6.1659500186148092e-10,7.0794578438413732e-10,RAR.mrt,direct_standard_rar_table_only
981,-9.22,0.08,-9.16,0.15,6.0255958607435691e-10,6.918309709189363e-10,RAR.mrt,direct_standard_rar_table_only
982,-9.23,0.08,-9.16,0.15,5.8884365535558835e-10,6.918309709189363e-10,RAR.mrt,direct_standard_rar_table_only
983,-9.24,0.08,-9.17,0.15,5.7543993733715669e-10,6.7608297539198189e-10,RAR.mrt,direct_standard_rar_table_only
984,-9.33,0.08,-9.22,0.14,4.6773514128719813e-10,6.0255958607435691e-10,RAR.mrt,direct_standard_rar_table_only
985,-9.33,0.08,-9.22,0.14,4.6773514128719813e-10,6.0255958607435691e-10,RAR.mrt,direct_standard_rar_table_only
986,-9.34,0.08,-9.23,0.14,4.5708818961487517e-10,5.8884365535558835e-10,RAR.mrt,direct_standard_rar_table_only
987,-9.35,0.08,-9.23,0.14,4.4668359215096347e-10,5.8884365535558835e-10,RAR.mrt,direct_standard_rar_table_only
988,-9.38,0.08,-9.25,0.14,4.1686938347033463e-10,5.623413251903491e-10,RAR.mrt,direct_standard_rar_table_only
989,-9.42,0.08,-9.27,0.14,3.8018939632056128e-10,5.3703179637025321e-10,RAR.mrt,direct_standard_rar_table_only
990,-9.43,0.08,-9.27,0.14,3.7153522909717278e-10,5.3703179637025321e-10,RAR.mrt,direct_standard_rar_table_only
991,-9.43,0.08,-9.27,0.14,3.7153522909717278e-10,5.3703179637025321e-10,RAR.mrt,direct_standard_rar_table_only
992,-9.44,0.08,-9.28,0.14,3.6307805477010177e-10,5.2480746024977342e-10,RAR.mrt,direct_standard_rar_table_only
993,-9.45,0.08,-9.28,0.14,3.5481338923357605e-10,5.2480746024977342e-10,RAR.mrt,direct_standard_rar_table_only
994,-9.46,0.09,-9.28,0.14,3.4673685045253098e-10,5.2480746024977342e-10,RAR.mrt,direct_standard_rar_table_only
995,-9.46,0.09,-9.29,0.14,3.4673685045253098e-10,5.1286138399136583e-10,RAR.mrt,direct_standard_rar_table_only
996,-9.48,0.09,-9.3,0.14,3.3113112148259076e-10,5.0118723362727143e-10,RAR.mrt,direct_standard_rar_table_only
997,-9.5,0.09,-9.31,0.14,3.1622776601683795e-10,4.8977881936844559e-10,RAR.mrt,direct_standard_rar_table_only
998,-9.5,0.09,-9.31,0.14,3.1622776601683795e-10,4.8977881936844559e-10,RAR.mrt,direct_standard_rar_table_only
999,-9.51,0.09,-9.31,0.14,3.0902954325135922e-10,4.8977881936844559e-10,RAR.mrt,direct_standard_rar_table_only
1000,-9.52,0.09,-9.32,0.14,3.0199517204020193e-10,4.7863009232263798e-10,RAR.mrt,direct_standard_rar_table_only
1001,-9.52,0.09,-9.32,0.14,3.0199517204020193e-10,4.7863009232263798e-10,RAR.mrt,direct_standard_rar_table_only
1002,-9.53,0.09,-9.32,0.14,2.9512092266663898e-10,4.7863009232263798e-10,RAR.mrt,direct_standard_rar_table_only
1003,-9.53,0.09,-9.33,0.14,2.9512092266663898e-10,4.6773514128719813e-10,RAR.mrt,direct_standard_rar_table_only
1004,-9.54,0.09,-9.33,0.14,2.8840315031266117e-10,4.6773514128719813e-10,RAR.mrt,direct_standard_rar_table_only
1005,-9.55,0.09,-9.34,0.15,2.8183829312644494e-10,4.5708818961487517e-10,RAR.mrt,direct_standard_rar_table_only
1006,-9.55,0.09,-9.34,0.14,2.8183829312644494e-10,4.5708818961487517e-10,RAR.mrt,direct_standard_rar_table_only
1007,-9.56,0.09,-9.34,0.14,2.7542287033381632e-10,4.5708818961487517e-10,RAR.mrt,direct_standard_rar_table_only
1008,-9.57,0.09,-9.35,0.14,2.6915348039269137e-10,4.4668359215096347e-10,RAR.mrt,direct_standard_rar_table_only
1009,-9.58,0.09,-9.36,0.14,2.6302679918953814e-10,4.3651583224016655e-10,RAR.mrt,direct_standard_rar_table_only
1010,-9.58,0.09,-9.36,0.14,2.6302679918953814e-10,4.3651583224016655e-10,RAR.mrt,direct_standard_rar_table_only
1011,-9.62,0.09,-9.39,0.14,2.3988329190194949e-10,4.0738027780411222e-10,RAR.mrt,direct_standard_rar_table_only
1012,-9.63,0.09,-9.39,0.15,2.3442288153199181e-10,4.0738027780411222e-10,RAR.mrt,direct_standard_rar_table_only
1013,-9.64,0.09,-9.4,0.14,2.2908676527677701e-10,3.9810717055349694e-10,RAR.mrt,direct_standard_rar_table_only
1014,-9.64,0.09,-9.4,0.14,2.2908676527677701e-10,3.9810717055349694e-10,RAR.mrt,direct_standard_rar_table_only
1015,-9.65,0.09,-9.4,0.14,2.2387211385683377e-10,3.9810717055349694e-10,RAR.mrt,direct_standard_rar_table_only
1016,-9.65,0.09,-9.41,0.14,2.2387211385683377e-10,3.8904514499428046e-10,RAR.mrt,direct_standard_rar_table_only
1017,-9.72,0.09,-9.46,0.14,1.9054607179632444e-10,3.4673685045253098e-10,RAR.mrt,direct_standard_rar_table_only
1018,-9.79,0.09,-9.52,0.14,1.6218100973589331e-10,3.0199517204020193e-10,RAR.mrt,direct_standard_rar_table_only
1019,-9.85,0.09,-9.58,0.14,1.4125375446227556e-10,2.6302679918953814e-10,RAR.mrt,direct_standard_rar_table_only
1020,-9.9,0.09,-9.63,0.14,1.2589254117941662e-10,2.3442288153199181e-10,RAR.mrt,direct_standard_rar_table_only
1021,-9.97,0.09,-9.69,0.14,1.0715193052376048e-10,2.0417379446695316e-10,RAR.mrt,direct_standard_rar_table_only
1022,-10.04,0.09,-9.73,0.14,9.1201083935591153e-11,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
1023,-10.11,0.09,-9.77,0.14,7.7624711662869273e-11,1.6982436524617461e-10,RAR.mrt,direct_standard_rar_table_only
1024,-10.17,0.09,-9.81,0.14,6.7608297539198192e-11,1.5488166189124796e-10,RAR.mrt,direct_standard_rar_table_only
1025,-10.22,0.09,-9.84,0.14,6.0255958607435689e-11,1.4454397707459281e-10,RAR.mrt,direct_standard_rar_table_only
1026,-10.27,0.09,-9.86,0.14,5.3703179637025328e-11,1.3803842646028866e-10,RAR.mrt,direct_standard_rar_table_only
1027,-10.32,0.09,-9.89,0.14,4.7863009232263801e-11,1.2882495516931322e-10,RAR.mrt,direct_standard_rar_table_only
1028,-10.37,0.09,-9.92,0.14,4.2657951880159344e-11,1.2022644346174132e-10,RAR.mrt,direct_standard_rar_table_only
1029,-10.42,0.09,-9.95,0.14,3.8018939632056128e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
1030,-10.47,0.09,-9.99,0.14,3.3884415613920202e-11,1.0232929922807537e-10,RAR.mrt,direct_standard_rar_table_only
1031,-10.51,0.09,-10.02,0.14,3.0902954325135919e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
1032,-10.55,0.09,-10.05,0.14,2.8183829312644493e-11,8.912509381337441e-11,RAR.mrt,direct_standard_rar_table_only
1033,-10.59,0.09,-10.08,0.14,2.5703957827688646e-11,8.3176377110267092e-11,RAR.mrt,direct_standard_rar_table_only
1034,-10.63,0.09,-10.1,0.14,2.3442288153199179e-11,7.9432823472428218e-11,RAR.mrt,direct_standard_rar_table_only
1035,-10.66,0.09,-10.12,0.14,2.1877616239495519e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
1036,-10.69,0.09,-10.14,0.14,2.0417379446695317e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
1037,-10.72,0.09,-10.16,0.14,1.9054607179632443e-11,6.9183097091893625e-11,RAR.mrt,direct_standard_rar_table_only
1038,-10.76,0.09,-10.18,0.14,1.7378008287493762e-11,6.6069344800759643e-11,RAR.mrt,direct_standard_rar_table_only
1039,-10.79,0.09,-10.2,0.14,1.6218100973589331e-11,6.3095734448019425e-11,RAR.mrt,direct_standard_rar_table_only
1040,-10.82,0.09,-10.22,0.14,1.5135612484362072e-11,6.0255958607435689e-11,RAR.mrt,direct_standard_rar_table_only
1041,-10.84,0.09,-10.23,0.14,1.445439770745928e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
1042,-10.87,0.09,-10.24,0.14,1.348962882591656e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
1043,-10.9,0.09,-10.26,0.14,1.2589254117941662e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
1044,-10.92,0.09,-10.27,0.14,1.202264434617413e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
1045,-10.94,0.09,-10.28,0.14,1.148153621496884e-11,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
1046,-10.97,0.09,-10.3,0.14,1.0715193052376049e-11,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
1047,-10.99,0.09,-10.32,0.14,1.0232929922807536e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
1048,-11.01,0.09,-10.34,0.14,9.7723722095581123e-12,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
1049,-11.03,0.09,-10.35,0.14,9.3325430079699234e-12,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
1050,-11.05,0.09,-10.36,0.14,8.912509381337441e-12,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
1051,-11.08,0.09,-10.36,0.14,8.3176377110267085e-12,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
1052,-11.1,0.08,-10.36,0.14,7.9432823472428214e-12,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
1053,-11.12,0.08,-10.37,0.14,7.5857757502918518e-12,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
1054,-11.14,0.08,-10.37,0.14,7.2443596007498911e-12,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
1055,-11.16,0.08,-10.38,0.14,6.9183097091893623e-12,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
1056,-11.19,0.08,-10.41,0.14,6.4565422903465627e-12,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
1057,-11.23,0.09,-10.43,0.14,5.8884365535558838e-12,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
1058,-11.27,0.09,-10.42,0.14,5.3703179637025329e-12,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
1059,-9.0,0.11,-8.91,0.11,1.0000000000000001e-09,1.2302687708123811e-09,RAR.mrt,direct_standard_rar_table_only
1060,-9.05,0.11,-9.01,0.1,8.912509381337441e-10,9.7723722095581118e-10,RAR.mrt,direct_standard_rar_table_only
1061,-9.07,0.11,-9.09,0.09,8.5113803820237593e-10,8.1283051616409954e-10,RAR.mrt,direct_standard_rar_table_only
1062,-9.1,0.11,-9.17,0.09,7.9432823472428218e-10,6.7608297539198189e-10,RAR.mrt,direct_standard_rar_table_only
1063,-9.15,0.11,-9.25,0.09,7.0794578438413732e-10,5.623413251903491e-10,RAR.mrt,direct_standard_rar_table_only
1064,-9.22,0.1,-9.31,0.09,6.0255958607435691e-10,4.8977881936844559e-10,RAR.mrt,direct_standard_rar_table_only
1065,-9.25,0.1,-9.35,0.1,5.623413251903491e-10,4.4668359215096347e-10,RAR.mrt,direct_standard_rar_table_only
1066,-9.27,0.1,-9.37,0.09,5.3703179637025321e-10,4.2657951880159342e-10,RAR.mrt,direct_standard_rar_table_only
1067,-9.33,0.1,-9.43,0.09,4.6773514128719813e-10,3.7153522909717278e-10,RAR.mrt,direct_standard_rar_table_only
1068,-9.39,0.1,-9.47,0.09,4.0738027780411222e-10,3.3884415613920202e-10,RAR.mrt,direct_standard_rar_table_only
1069,-9.44,0.1,-9.51,0.09,3.6307805477010177e-10,3.0902954325135922e-10,RAR.mrt,direct_standard_rar_table_only
1070,-9.5,0.1,-9.55,0.09,3.1622776601683795e-10,2.8183829312644494e-10,RAR.mrt,direct_standard_rar_table_only
1071,-9.55,0.1,-9.58,0.1,2.8183829312644494e-10,2.6302679918953814e-10,RAR.mrt,direct_standard_rar_table_only
1072,-9.6,0.1,-9.6,0.09,2.511886431509582e-10,2.511886431509582e-10,RAR.mrt,direct_standard_rar_table_only
1073,-9.65,0.1,-9.63,0.1,2.2387211385683377e-10,2.3442288153199181e-10,RAR.mrt,direct_standard_rar_table_only
1074,-9.7,0.1,-9.64,0.09,1.9952623149688828e-10,2.2908676527677701e-10,RAR.mrt,direct_standard_rar_table_only
1075,-9.71,0.1,-9.65,0.09,1.9498445997580414e-10,2.2387211385683377e-10,RAR.mrt,direct_standard_rar_table_only
1076,-9.74,0.09,-9.66,0.09,1.8197008586099825e-10,2.1877616239495518e-10,RAR.mrt,direct_standard_rar_table_only
1077,-9.78,0.09,-9.68,0.09,1.6595869074375631e-10,2.089296130854041e-10,RAR.mrt,direct_standard_rar_table_only
1078,-9.82,0.09,-9.69,0.09,1.5135612484362072e-10,2.0417379446695316e-10,RAR.mrt,direct_standard_rar_table_only
1079,-9.85,0.09,-9.71,0.09,1.4125375446227556e-10,1.9498445997580414e-10,RAR.mrt,direct_standard_rar_table_only
1080,-9.88,0.09,-9.73,0.09,1.3182567385564046e-10,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
1081,-9.92,0.09,-9.74,0.1,1.2022644346174132e-10,1.8197008586099825e-10,RAR.mrt,direct_standard_rar_table_only
1082,-9.95,0.09,-9.76,0.1,1.1220184543019652e-10,1.7378008287493763e-10,RAR.mrt,direct_standard_rar_table_only
1083,-9.97,0.09,-9.78,0.1,1.0715193052376048e-10,1.6595869074375631e-10,RAR.mrt,direct_standard_rar_table_only
1084,-9.99,0.09,-9.79,0.09,1.0232929922807537e-10,1.6218100973589331e-10,RAR.mrt,direct_standard_rar_table_only
1085,-10.0,0.09,-9.8,0.09,1e-10,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
1086,-10.03,0.08,-9.82,0.12,9.3325430079699241e-11,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
1087,-10.06,0.08,-9.83,0.09,8.7096358995607968e-11,1.4791083881682071e-10,RAR.mrt,direct_standard_rar_table_only
1088,-10.08,0.08,-9.85,0.09,8.3176377110267092e-11,1.4125375446227556e-10,RAR.mrt,direct_standard_rar_table_only
1089,-10.1,0.08,-9.87,0.09,7.9432823472428218e-11,1.3489628825916561e-10,RAR.mrt,direct_standard_rar_table_only
1090,-10.19,0.08,-9.94,0.09,6.4565422903465622e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
1091,-10.2,0.08,-9.95,0.11,6.3095734448019425e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
1092,-10.33,0.07,-10.05,0.1,4.6773514128719814e-11,8.912509381337441e-11,RAR.mrt,direct_standard_rar_table_only
1093,-10.43,0.06,-10.1,0.11,3.7153522909717275e-11,7.9432823472428218e-11,RAR.mrt,direct_standard_rar_table_only
1094,-10.5,0.06,-10.17,0.11,3.1622776601683794e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
1095,-10.59,0.06,-10.25,0.1,2.5703957827688646e-11,5.6234132519034906e-11,RAR.mrt,direct_standard_rar_table_only
1096,-10.68,0.05,-10.36,0.11,2.0892961308540409e-11,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
1097,-10.77,0.05,-10.46,0.11,1.6982436524617461e-11,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
1098,-10.85,0.05,-10.51,0.1,1.4125375446227554e-11,3.0902954325135919e-11,RAR.mrt,direct_standard_rar_table_only
1099,-10.91,0.05,-10.55,0.1,1.2302687708123811e-11,2.8183829312644493e-11,RAR.mrt,direct_standard_rar_table_only
1100,-8.99,0.1,-8.75,0.06,1.0232929922807536e-09,1.7782794100389228e-09,RAR.mrt,direct_standard_rar_table_only
1101,-9.32,0.09,-9.2,0.06,4.7863009232263798e-10,6.3095734448019425e-10,RAR.mrt,direct_standard_rar_table_only
1102,-9.66,0.08,-9.51,0.06,2.1877616239495518e-10,3.0902954325135922e-10,RAR.mrt,direct_standard_rar_table_only
1103,-10.02,0.08,-9.76,0.06,9.5499258602143689e-11,1.7378008287493763e-10,RAR.mrt,direct_standard_rar_table_only
1104,-10.22,0.09,-9.88,0.06,6.0255958607435689e-11,1.3182567385564046e-10,RAR.mrt,direct_standard_rar_table_only
1105,-10.31,0.09,-9.94,0.06,4.897788193684456e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
1106,-10.39,0.09,-10.02,0.06,4.0738027780411218e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
1107,-10.48,0.09,-10.09,0.06,3.311311214825908e-11,8.1283051616409951e-11,RAR.mrt,direct_standard_rar_table_only
1108,-10.56,0.09,-10.14,0.06,2.7542287033381634e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
1109,-10.62,0.08,-10.18,0.06,2.3988329190194948e-11,6.6069344800759643e-11,RAR.mrt,direct_standard_rar_table_only
1110,-10.68,0.08,-10.22,0.06,2.0892961308540409e-11,6.0255958607435689e-11,RAR.mrt,direct_standard_rar_table_only
1111,-10.76,0.08,-10.24,0.06,1.7378008287493762e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
1112,-10.8,0.08,-10.26,0.06,1.5848931924611107e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
1113,-10.82,0.07,-10.28,0.06,1.5135612484362072e-11,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
1114,-10.86,0.07,-10.31,0.06,1.3803842646028866e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
1115,-10.91,0.07,-10.34,0.06,1.2302687708123811e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
1116,-10.96,0.07,-10.36,0.06,1.0964781961431828e-11,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
1117,-10.99,0.06,-10.39,0.06,1.0232929922807536e-11,4.0738027780411218e-11,RAR.mrt,direct_standard_rar_table_only
1118,-11.03,0.06,-10.41,0.06,9.3325430079699234e-12,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
1119,-9.69,0.08,-9.33,0.13,2.0417379446695316e-10,4.6773514128719813e-10,RAR.mrt,direct_standard_rar_table_only
1120,-9.69,0.08,-9.34,0.13,2.0417379446695316e-10,4.5708818961487517e-10,RAR.mrt,direct_standard_rar_table_only
1121,-9.7,0.08,-9.35,0.13,1.9952623149688828e-10,4.4668359215096347e-10,RAR.mrt,direct_standard_rar_table_only
1122,-9.91,0.08,-9.54,0.13,1.2302687708123812e-10,2.8840315031266117e-10,RAR.mrt,direct_standard_rar_table_only
1123,-10.07,0.08,-9.67,0.12,8.511380382023759e-11,2.1379620895022325e-10,RAR.mrt,direct_standard_rar_table_only
1124,-10.21,0.08,-9.74,0.12,6.1659500186148097e-11,1.8197008586099825e-10,RAR.mrt,direct_standard_rar_table_only
1125,-10.33,0.08,-9.8,0.12,4.6773514128719814e-11,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
1126,-10.45,0.08,-9.88,0.12,3.5481338923357607e-11,1.3182567385564046e-10,RAR.mrt,direct_standard_rar_table_only
1127,-10.57,0.08,-9.97,0.12,2.6915348039269138e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
1128,-10.67,0.08,-10.06,0.12,2.1379620895022323e-11,8.7096358995607968e-11,RAR.mrt,direct_standard_rar_table_only
1129,-10.76,0.08,-10.13,0.12,1.7378008287493762e-11,7.4131024130091616e-11,RAR.mrt,direct_standard_rar_table_only
1130,-10.85,0.08,-10.19,0.12,1.4125375446227554e-11,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
1131,-10.92,0.08,-10.23,0.12,1.202264434617413e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
1132,-10.98,0.08,-10.27,0.12,1.0471285480508986e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
1133,-11.05,0.08,-10.3,0.12,8.912509381337441e-12,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
1134,-11.11,0.08,-10.32,0.13,7.762471166286927e-12,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
