table_schema,table_name,column_name,data_type
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_next_g,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_next_g,execution_authorization,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_not_pa,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_repair,source_type,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_repair,source_path_or_table,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_repair,claim_boundary,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_result,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_summar,source_run_id,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_summar,lineage_repair_candidate_count,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_summar,claim_status,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_summar,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_result_review_summar,lineage_commit_status,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_results,source_type,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_results,source_path_or_table,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_results,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_results,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_summary,claim_status,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_summary,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_summary,candidate_count_lineage_repair,text
qsb_planck_bridge,pbr_independent_lag_variable_admissibility_summary,lineage_commit_status,text
qsb_planck_bridge,pbr_independent_lag_variable_alias_rules,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_alias_rules,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_claim_boundaries,claim_key,text
qsb_planck_bridge,pbr_independent_lag_variable_claim_boundaries,claim_text,text
qsb_planck_bridge,pbr_independent_lag_variable_claim_boundaries,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_classification_schema,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_classification_schema,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_decision_logic,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_decision_logic,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_design_summary,claim_status,text
qsb_planck_bridge,pbr_independent_lag_variable_design_summary,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_design_summary,lineage_commit_status,text
qsb_planck_bridge,pbr_independent_lag_variable_independence_criteria,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_independence_criteria,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_input_scout_lineage,lineage_commit_status,text
qsb_planck_bridge,pbr_independent_lag_variable_input_scout_lineage,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_next_gate,execution_authorization,text
qsb_planck_bridge,pbr_independent_lag_variable_next_gate,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_pair_mapping_audit,mapping_uses_lag_as_value_source,text
qsb_planck_bridge,pbr_independent_lag_variable_pair_mapping_audit,mapping_uses_pair_id_as_value_source,text
qsb_planck_bridge,pbr_independent_lag_variable_pair_mapping_requirements,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_phase_response_rule,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_phase_response_rule,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_red_team_summary,source_type,text
qsb_planck_bridge,pbr_independent_lag_variable_red_team_summary,source_path_or_table,text
qsb_planck_bridge,pbr_independent_lag_variable_red_team_summary,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_red_team_summary,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_rejected_summary,source_type,text
qsb_planck_bridge,pbr_independent_lag_variable_rejected_summary,source_path_or_table,text
qsb_planck_bridge,pbr_independent_lag_variable_rejected_summary,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_rejected_summary,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_repair_required_summary,source_type,text
qsb_planck_bridge,pbr_independent_lag_variable_repair_required_summary,source_path_or_table,text
qsb_planck_bridge,pbr_independent_lag_variable_repair_required_summary,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_repair_required_summary,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_scramble_feasibility,required_source_values_present,text
qsb_planck_bridge,pbr_independent_lag_variable_source_lineage_audit,source_artifact_present,text
qsb_planck_bridge,pbr_independent_lag_variable_source_lineage_audit,lineage_score,text
qsb_planck_bridge,pbr_independent_lag_variable_source_lineage_audit,lineage_decision,text
qsb_planck_bridge,pbr_independent_lag_variable_source_lineage_requirements,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_test_design,claim_implication,text
qsb_planck_bridge,pbr_independent_lag_variable_test_design,physical_claim_release,text
qsb_planck_bridge,pbr_independent_lag_variable_unit_dimension_requirements,claim_implication,text
qsb_planck_bridge,pbr_input_artifact_enrichment_alias_risk,claim_implication,text
qsb_planck_bridge,pbr_input_artifact_enrichment_candidate_variables,source_type,text
qsb_planck_bridge,pbr_input_artifact_enrichment_candidate_variables,source_path_or_table,text
qsb_planck_bridge,pbr_input_artifact_enrichment_candidate_variables,has_source_lineage,text
qsb_planck_bridge,pbr_input_artifact_enrichment_candidate_variables,claim_implication,text
qsb_planck_bridge,pbr_input_artifact_enrichment_claim_boundaries,claim_key,text
qsb_planck_bridge,pbr_input_artifact_enrichment_claim_boundaries,claim_text,text
qsb_planck_bridge,pbr_input_artifact_enrichment_claim_boundaries,physical_claim_release,text
qsb_planck_bridge,pbr_input_artifact_enrichment_gap_update,update_note,text
qsb_planck_bridge,pbr_input_artifact_enrichment_lineage_assessment,source_path_or_table,text
qsb_planck_bridge,pbr_input_artifact_enrichment_lineage_assessment,has_source_lineage,text
qsb_planck_bridge,pbr_input_artifact_enrichment_lineage_assessment,lineage_assessment,text
qsb_planck_bridge,pbr_input_artifact_enrichment_next_gate,execution_authorization,text
qsb_planck_bridge,pbr_input_artifact_enrichment_next_gate,physical_claim_release,text
qsb_planck_bridge,pbr_input_artifact_enrichment_physical_proxy_sources,source_path_or_table,text
qsb_planck_bridge,pbr_input_artifact_enrichment_physical_proxy_sources,claim_implication,text
qsb_planck_bridge,pbr_input_artifact_enrichment_repo_inventory,source_path,text
qsb_planck_bridge,pbr_input_artifact_enrichment_scout_summary,claim_status,text
qsb_planck_bridge,pbr_input_artifact_enrichment_scout_summary,physical_claim_release,text
qsb_planck_bridge,pbr_input_artifact_enrichment_scout_summary,source_final_decision_class,text
qsb_planck_bridge,pbr_lag_mechanism_claim_boundaries,claim_key,text
qsb_planck_bridge,pbr_lag_mechanism_claim_boundaries,claim_text,text
qsb_planck_bridge,pbr_lag_mechanism_claim_boundaries,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_decision,claim_status,text
qsb_planck_bridge,pbr_lag_mechanism_decision,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_decision_cases,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_design_summary,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_design_summary,claim_status,text
qsb_planck_bridge,pbr_lag_mechanism_design_summary,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_blocked_test,claim_implication,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_claim_boundaries,claim_key,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_claim_boundaries,claim_text,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_claim_boundaries,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_decision,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_decision,source_final_decision_class,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_decision,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_input_gaps,claim_unlocked_if_resolved,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_input_gaps,claim_still_blocked_after_resolution,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_lineage,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_lineage,source_path,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_lineage,source_exists,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_next_gate,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_next_gate,execution_authorization,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_summary,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_summary,claim_status,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_summary,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_test,source_execution_status,text
qsb_planck_bridge,pbr_lag_mechanism_execution_result_review_test,claim_implication,text
qsb_planck_bridge,pbr_lag_mechanism_execution_summary,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_execution_summary,claim_status,text
qsb_planck_bridge,pbr_lag_mechanism_execution_summary,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_lineage,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_lineage,source_path,text
qsb_planck_bridge,pbr_lag_mechanism_lineage,source_role,text
qsb_planck_bridge,pbr_lag_mechanism_next_gate_decision,execution_authorization,text
qsb_planck_bridge,pbr_lag_mechanism_next_gate_decision,physical_claim_release,text
qsb_planck_bridge,pbr_lag_mechanism_physical_proxy,physical_proxy_source_artifact,text
qsb_planck_bridge,pbr_lag_mechanism_physical_proxy,claim_implication,text
qsb_planck_bridge,pbr_lag_mechanism_test_family_spec,claim_implication_if_pass,text
qsb_planck_bridge,pbr_lag_mechanism_test_family_spec,claim_implication_if_fail,text
qsb_planck_bridge,pbr_lag_mechanism_test_family_spec,execution_authorization_status,text
qsb_planck_bridge,pbr_lag_mechanism_test_family_spec,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_test_results,source_run_id,text
qsb_planck_bridge,pbr_lag_mechanism_test_results,claim_implication,text
qsb_planck_bridge,pbr_lag_mechanism_test_results,physical_claim_release,text
qsb_planck_bridge,pbr_minimal_object_definition,claim_status,text
qsb_planck_bridge,pbr_minimal_object_definition,physical_claim_release,text
qsb_planck_bridge,pbr_minimal_object_definition,notes,text
qsb_planck_bridge,pbr_nullmodel_claim_boundaries,claim_key,text
qsb_planck_bridge,pbr_nullmodel_claim_boundaries,claim_boundary_text,text
qsb_planck_bridge,pbr_nullmodel_design_summary,claim_status,text
qsb_planck_bridge,pbr_nullmodel_design_summary,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_diagnostics_required,output_claim_status,text
qsb_planck_bridge,pbr_nullmodel_execution_authorization,execution_authorization_status,text
qsb_planck_bridge,pbr_nullmodel_execution_authorization,authorization_note,text
qsb_planck_bridge,pbr_nullmodel_execution_claim_boundaries,claim_key,text
qsb_planck_bridge,pbr_nullmodel_execution_claim_boundaries,claim_text,text
qsb_planck_bridge,pbr_nullmodel_execution_claim_boundaries,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_execution_lineage,source_run_id,text
qsb_planck_bridge,pbr_nullmodel_execution_lineage,source_path,text
qsb_planck_bridge,pbr_nullmodel_execution_lineage,lineage_bundle_sha256,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_claim_boundaries,claim_key,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_claim_boundaries,claim_text,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_claim_boundaries,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_critical_findings,claim_implication,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_critical_findings,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_family,claim_implication,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_family,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_lineage,source_run_id,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_lineage,source_path,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_lineage,source_exists,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_lineage,source_role,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_next_gate,execution_authorization,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_next_gate,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_specificity,formal_claim_status,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_specificity,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_summary,claim_status,text
qsb_planck_bridge,pbr_nullmodel_execution_result_review_summary,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_execution_summary,source_run_id,text
qsb_planck_bridge,pbr_nullmodel_execution_summary,matrix_source,text
qsb_planck_bridge,pbr_nullmodel_execution_summary,claim_status,text
qsb_planck_bridge,pbr_nullmodel_execution_summary,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_family_spec,execution_authorization_status,text
qsb_planck_bridge,pbr_nullmodel_family_spec,claim_boundary,text
qsb_planck_bridge,pbr_nullmodel_family_summary,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_gate_decision,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,source_run_id,text
qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,matrix_source,text
qsb_planck_bridge,pbr_nullmodel_sample_results,source_run_id,text
qsb_planck_bridge,pbr_nullmodel_sample_results,matrix_source,text
qsb_planck_bridge,pbr_nullmodel_specificity_classification,formal_claim_status,text
qsb_planck_bridge,pbr_nullmodel_specificity_classification,physical_claim_release,text
qsb_planck_bridge,pbr_nullmodel_spectral_core_metrics,source_run_id,text
qsb_planck_bridge,pbr_nullmodel_spectral_core_metrics,matrix_source,text
qsb_planck_bridge,pbr_psd_test_claim_boundary,claim_status,text
qsb_planck_bridge,pbr_psd_test_claim_boundary,physical_claim_release,text
qsb_planck_bridge,pbr_psd_test_claim_boundary,claim_text,text
qsb_planck_bridge,pbr_psd_test_gate_result,lineage_bundle_sha256,text
qsb_planck_bridge,pbr_psd_test_gate_result,claim_status,text
qsb_planck_bridge,pbr_psd_test_gate_result,physical_claim_release,text
qsb_planck_bridge,pbr_psd_test_input_lineage,source_path,text
qsb_planck_bridge,pbr_psd_test_input_lineage,lineage_bundle_sha256,text
qsb_planck_bridge,pbr_psd_test_run,claim_status,text
qsb_planck_bridge,pbr_psd_test_run,physical_claim_release,text
qsb_planck_bridge,pbr_psd_test_run,matrix_source,text
qsb_planck_bridge,pbr_psd_test_run,validation_source,text
qsb_planck_bridge,pbr_spectral_readout_claim_boundary,claim_status,text
qsb_planck_bridge,pbr_spectral_readout_claim_boundary,physical_claim_release,text
qsb_planck_bridge,pbr_spectral_readout_claim_boundary,claim_text,text
qsb_planck_bridge,pbr_spectral_readout_input_lineage,source_path,text
