run_id,species,mass_kg,velocity_model,velocity,momentum,lambda_db,k,frequency_mode,frequency,number_density,length_scale_score,energy_score,occupancy_score,signature_score,tau,tau_alignment_score,tau_response_score,tau_window_label,mass_only_rank,matter_sensitive_rank,matter_sensitive_delta,response_label
debroglie_matter_signature_run_b,nitrogen,2.32591707058662e-26,mean,665.6708427293639,1.5482951764960087e-23,4.2795910305654055e-11,146817423961.87497,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,0.001,0.0,0.0,off_window,4,3,-1.0,mass_like
debroglie_matter_signature_run_b,nitrogen,2.32591707058662e-26,mean,665.6708427293639,1.5482951764960087e-23,4.2795910305654055e-11,146817423961.87497,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,0.01,0.0,0.0,off_window,4,3,-1.0,mass_like
debroglie_matter_signature_run_b,nitrogen,2.32591707058662e-26,mean,665.6708427293639,1.5482951764960087e-23,4.2795910305654055e-11,146817423961.87497,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,0.1,0.0,0.0,off_window,4,3,-1.0,mass_like
debroglie_matter_signature_run_b,nitrogen,2.32591707058662e-26,mean,665.6708427293639,1.5482951764960087e-23,4.2795910305654055e-11,146817423961.87497,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,1.0,0.0,0.0,off_window,4,3,-1.0,mass_like
debroglie_matter_signature_run_b,sulfur,5.3236882475196e-26,mean,439.9976328317882,2.342410226843035e-23,2.8287402753232656e-11,222119554841.82974,kinetic_energy_based,7777271682913.797,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,0.001,0.0,0.0,off_window,1,6,5.0,mass_like
debroglie_matter_signature_run_b,sulfur,5.3236882475196e-26,mean,439.9976328317882,2.342410226843035e-23,2.8287402753232656e-11,222119554841.82974,kinetic_energy_based,7777271682913.797,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,0.01,0.0,0.0,off_window,1,6,5.0,mass_like
debroglie_matter_signature_run_b,sulfur,5.3236882475196e-26,mean,439.9976328317882,2.342410226843035e-23,2.8287402753232656e-11,222119554841.82974,kinetic_energy_based,7777271682913.797,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,0.1,0.0,0.0,off_window,1,6,5.0,mass_like
debroglie_matter_signature_run_b,sulfur,5.3236882475196e-26,mean,439.9976328317882,2.342410226843035e-23,2.8287402753232656e-11,222119554841.82974,kinetic_energy_based,7777271682913.797,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,off_window,1,6,5.0,mass_like
debroglie_matter_signature_run_b,phosphorus,5.143314183724947e-26,mean,447.6464250870225,2.30238620744385e-23,2.8779142823985122e-11,218324268572.13593,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,0.001,0.0,0.0,off_window,2,5,3.0,mass_like
debroglie_matter_signature_run_b,phosphorus,5.143314183724947e-26,mean,447.6464250870225,2.30238620744385e-23,2.8779142823985122e-11,218324268572.13593,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,0.01,0.0,0.0,off_window,2,5,3.0,mass_like
debroglie_matter_signature_run_b,phosphorus,5.143314183724947e-26,mean,447.6464250870225,2.30238620744385e-23,2.8779142823985122e-11,218324268572.13593,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,0.1,0.0,0.0,off_window,2,5,3.0,mass_like
debroglie_matter_signature_run_b,phosphorus,5.143314183724947e-26,mean,447.6464250870225,2.30238620744385e-23,2.8779142823985122e-11,218324268572.13593,kinetic_energy_based,7777271682913.796,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,1.0,0.0,0.0,off_window,2,5,3.0,mass_like
