run_id,species,mass_kg,velocity_model,velocity,momentum,lambda_db,k,frequency_mode,frequency,number_density,length_scale_score,energy_score,occupancy_score,signature_score,tau,tau_alignment_score,tau_response_score,tau_window_label
debroglie_matter_signature_run_a,carbon,1.99447347289326e-26,rms,780.2487574860686,1.5561854490638903e-23,4.257892370080863e-11,147565620759.4618,kinetic_energy_based,9162382344005.219,2.502858308970984e+25,0.28376967743288284,0.5,0.5,0.4279232258109609,0.1,0.0,0.0,off_window
debroglie_matter_signature_run_a,carbon,1.99447347289326e-26,rms,780.2487574860686,1.5561854490638903e-23,4.257892370080863e-11,147565620759.4618,kinetic_energy_based,9162382344005.219,2.502858308970984e+25,0.28376967743288284,0.5,0.5,0.4279232258109609,1.0,0.0,0.0,off_window
debroglie_matter_signature_run_a,nitrogen,2.32591707058662e-26,rms,722.5203853827405,1.6805224982085395e-23,3.9428631018409355e-11,159355908254.7387,kinetic_energy_based,9162382344005.215,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,0.001,0.0,0.0,off_window
debroglie_matter_signature_run_a,nitrogen,2.32591707058662e-26,rms,722.5203853827405,1.6805224982085395e-23,3.9428631018409355e-11,159355908254.7387,kinetic_energy_based,9162382344005.215,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,0.01,0.0,0.0,off_window
debroglie_matter_signature_run_a,nitrogen,2.32591707058662e-26,rms,722.5203853827405,1.6805224982085395e-23,3.9428631018409355e-11,159355908254.7387,kinetic_energy_based,9162382344005.215,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,0.1,0.0,0.0,off_window
debroglie_matter_signature_run_a,nitrogen,2.32591707058662e-26,rms,722.5203853827405,1.6805224982085395e-23,3.9428631018409355e-11,159355908254.7387,kinetic_energy_based,9162382344005.215,2.502858308970984e+25,0.2393352244259701,0.5,0.5,0.41311174147532337,1.0,0.0,0.0,off_window
debroglie_matter_signature_run_a,sulfur,5.3236882475196e-26,rms,477.57425867962496,2.5424564682506047e-23,2.6061685746616612e-11,241088982818.20792,kinetic_energy_based,9162382344005.217,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,0.001,0.0,0.0,off_window
debroglie_matter_signature_run_a,sulfur,5.3236882475196e-26,rms,477.57425867962496,2.5424564682506047e-23,2.6061685746616612e-11,241088982818.20792,kinetic_energy_based,9162382344005.217,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,0.01,0.0,0.0,off_window
debroglie_matter_signature_run_a,sulfur,5.3236882475196e-26,rms,477.57425867962496,2.5424564682506047e-23,2.6061685746616612e-11,241088982818.20792,kinetic_energy_based,9162382344005.217,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,0.1,0.0,0.0,off_window
debroglie_matter_signature_run_a,sulfur,5.3236882475196e-26,rms,477.57425867962496,2.5424564682506047e-23,2.6061685746616612e-11,241088982818.20792,kinetic_energy_based,9162382344005.217,2.502858308970984e+25,0.0,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,off_window
debroglie_matter_signature_run_a,phosphorus,5.143314183724947e-26,rms,485.8762721872397,2.499014322276033e-23,2.6514734593298206e-11,236969571958.9706,kinetic_energy_based,9162382344005.219,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,0.001,0.0,0.0,off_window
debroglie_matter_signature_run_a,phosphorus,5.143314183724947e-26,rms,485.8762721872397,2.499014322276033e-23,2.6514734593298206e-11,236969571958.9706,kinetic_energy_based,9162382344005.219,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,0.01,0.0,0.0,off_window
debroglie_matter_signature_run_a,phosphorus,5.143314183724947e-26,rms,485.8762721872397,2.499014322276033e-23,2.6514734593298206e-11,236969571958.9706,kinetic_energy_based,9162382344005.219,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,0.1,0.0,0.0,off_window
debroglie_matter_signature_run_a,phosphorus,5.143314183724947e-26,rms,485.8762721872397,2.499014322276033e-23,2.6514734593298206e-11,236969571958.9706,kinetic_energy_based,9162382344005.219,2.502858308970984e+25,0.009962625305522298,0.5,0.5,0.3366542084351741,1.0,0.0,0.0,off_window
